film_id,title,year,person_id,person_name,role,characters
PUJ,Mainaru Babu,1973,tatineni-prakash-rao,Tatineni Prakash Rao,director,
PTG,Mallamma Katha,1973,akkineni-sanjeevi-rao,Akkineni Sanjeevi Rao,director,
PTJ,Mamatha,1973,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
PDC,Manchivallaku Manchivadu,1973,k-s-r-doss,K.S.R. Doss,director,
PTN,Manuvu Manasu,1973,p-chinnappa-reddy,P. Chinnappa Reddy,director,
PTX,Marapurani Manishi,1973,tatineni-rama-rao,Tatineni Rama Rao,director,
PUA,Mayadari Malligadu,1973,adurthi-subbarao,Adurthi Subbarao,director,
PUB,Meena,1973,vijayanirmala,Vijayanirmala,director,
PUE,Memu Manushulame,1973,k-bapaiah,K. Bapaiah,director,
PVB,Nenu Naa Desam,1973,m-s-gopinath,M.S. Gopinath,director,
PVC,Neramu Siksha,1973,k-vishwanath,K. Vishwanath,director,
PVF,Nijam Chebithe Nammaru,1973,rajesh,Rajesh,director,
PVG,Nindu Kutumbam,1973,parvataneni-sambasiva-rao,Parvataneni Sambasiva Rao,director,
PVL,Oka Naari Vandha Thupakulu,1973,k-v-s-kutumba-rao,K.V.S. Kutumba Rao,director,
PVP,Padmavyuham,1973,p-chinnappa-reddy,P. Chinnappa Reddy,director,
PVR,Palletoori Bava,1973,k-pratyagatma,K. Pratyagatma,director,
PVU,PanjaramLo Pasipapa,1973,giduthuri-suryam,Giduthuri Suryam,director,
BFLC,Paropakari,1973,y-r-swamy,Y.R. Swamy,director,
PVX,Pasi Hrudayalu,1973,m-mallikarjun-rao,M. Mallikarjun Rao,director,
PVY,Pasivani Paga,1973,k-v-s-kutumba-rao,K.V.S. Kutumba Rao,director,
PFS,Pedda Koduku,1973,k-s-prakash-rao,K.S. Prakash Rao,director,
PWP,Poola Mala,1973,p-vasant-kumar-reddy,P. Vasant Kumar Reddy,director,
PWZ,Puttinillu Mettinillu,1973,pattu,Pattu,director,
PXK,Ramarajyam,1973,k-baburao,K. Baburao,director,
PXL,Ramude Devudu,1973,b-v-prasad,B.V. Prasad,director,
PYI,Sarada,1973,k-vishwanath,K. Vishwanath,director,
PYR,Sneha Bandam,1973,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
PYO,Sri Kanakadurga Mahima and Sri Kanakadurga Vaibhavam,1973,surati-durga-rao,Surati Durga Rao,director,
PYO,Sri Kanakadurga Mahima and Sri Kanakadurga Vaibhavam,1973,p-d-prasad,P.D. Prasad,director,
PZA,Srivaru Maavaru,1973,b-s-narayana,B.S. Narayana,director,
PZC,Sthree,1973,k-pratyagatma,K. Pratyagatma,director,
PZK,Thalli Kodukulu,1973,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
PJD,Thatha Manavadu,1973,dasari-narayana-rao,Dasari Narayana Rao,director,
QAF,Vaade Veedu,1973,d-yoganand,D. Yoganand,director,
QAL,Varasuralu,1973,b-harinarayana,B. Harinarayana,director,
QAR,Vichitra Vivaham,1973,paluvayi-bhanumathi,Paluvayi Bhanumathi,director,
QAT,Vintha Katha,1973,v-s-bose,V.S. Bose,director,
QAU,Vishali,1973,akkineni-sanjeevi-rao,Akkineni Sanjeevi Rao,director,
BGWK,Yesu Prabhuvu,1973,p-a-thomas,P.A. Thomas,director,
QBF,Aadambaralu Anubandhalu,1974,c-s-rao,C.S. Rao,director,
QBG,Aadapillala Thandri,1974,k-vasu,K. Vasu,director,
BJPV,Aadapillalu Ardharathri Hatyalu,1974,t-r-raghunath,T.R. Raghunath,director,
BECJ,Adavi Dongalu,1974,vijay,Vijay,director,
QBM,Alluri Sitaramaraju,1974,v-ramachandra-rao,V. Ramachandra Rao,director,
QBQ,Amma Manasu,1974,k-vishwanath,K. Vishwanath,director,
QBR,Ammayi Pelli,1974,paluvayi-bhanumathi,Paluvayi Bhanumathi,director,
QBS,Anaganaga Oka Thandri,1974,c-s-rao,C.S. Rao,director,
QBW,Andharu Dongale,1974,v-b-rajendraprasad,V.B. Rajendraprasad,director,
CJKV,Bandhalu Anubandhalu,1974,rao-c-s-r,Rao C.S.R.,director,
QCW,Bangaru Kalalu,1974,adurthi-subbarao,Adurthi Subbarao,director,
QCX,Bantrothu Bharya,1974,dasari-narayana-rao,Dasari Narayana Rao,director,
BICL,Basthi Pilla Bhale Donga,1974,aamancharla-seshagiri-rao,Aamancharla Seshagiri Rao,director,
QDG,Bhoomi Kosam,1974,k-b-tilak,K.B. Tilak,director,
QDR,Chairman Chalamaiah,1974,ramineedu-gutha,Ramineedu Gutha,director,
QDT,Chakravaakam,1974,v-madhusudhana-rao,V. Madhusudhana Rao,director,
QDW,Chandana,1974,giribabu,Giribabu,director,
QET,Deeksha,1974,k-pratyagatma,K. Pratyagatma,director,
QEV,Deerga Sumangali,1974,k-hemambharadhara-rao,K. Hemambharadhara Rao,director,
QEW,Devadas,1974,vijayanirmala,Vijayanirmala,director,
QFB,Dhanavanthulu Gunavanthulu,1974,k-varaprasad-rao,K. Varaprasad Rao,director,
QFN,Dorababu,1974,tatineni-rama-rao,Tatineni Rama Rao,director,
QFX,Evariki Vare Yamuna Theere,1974,dasari-narayana-rao,Dasari Narayana Rao,director,
QGF,Galipatalu,1974,tatineni-prakash-rao,Tatineni Prakash Rao,director,
PPU,Gowravamu,1974,vietnamveedu-sundaram,Vietnamveedu Sundaram,director,
QGH,Gowri,1974,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
QGO,Gundelu Teesina Monagadu,1974,chakravarthy,Chakravarthy,director,
BELF,Gupta Gnyanam,1974,adharsh,Adharsh,director,
BJFF,Hanuman Vijayam,1974,babubhai-mistri,Babubhai Mistri,director,
QGU,Harathi,1974,p-lakshmi-deepak,P. Lakshmi Deepak,director,
QHI,Inti Kodalu,1974,p-lakshmi-deepak,P. Lakshmi Deepak,director,
QHJ,Intinti Katha,1974,k-satyam,K. Satyam,director,
BGHS,Jalsa Bullodu,1974,v-srinivasan,V. Srinivasan,director,
QHT,Jeevitha Rangamu,1974,p-d-prasad,P.D. Prasad,director,
QHU,Jeevithasayam,1974,kamalakara-kameshwara-rao,Kamalakara Kameshwara Rao,director,
PSA,Kalisochina Kalam,1974,mangalapalli-rangarao,Mangalapalli Rangarao,director,
PSF,Kannavari Kalalu,1974,s-s-balan,S.S. Balan,director,
PSS,Khaidi Babai,1974,t-krishna,T. Krishna,director,
BJVA,Kiladi Dongalu,1974,p-s-balu,P.S. Balu,director,
QIN,Kode Nagu,1974,k-s-prakash-rao,K.S. Prakash Rao,director,
QIQ,Krishnaveni,1974,v-madhusudhana-rao,V. Madhusudhana Rao,director,
QJG,Manchi Manushulu,1974,v-b-rajendraprasad,V.B. Rajendraprasad,director,
PTP,Manchivadu,1974,v-madhusudhana-rao,V. Madhusudhana Rao,director,
QJH,Mangalya Bhagyam,1974,b-padmanabam,B. Padmanabam,director,
QJK,Manushullo Devudu,1974,b-v-prasad,B.V. Prasad,director,
QJL,Manushulu Matti Bommalu,1974,b-bhaskar-rao,B. Bhaskar Rao,director,
BFOL,Monagallu Mosagallu,1974,c-m-karnan,C.M. Karnan,director,
QJS,Mugguru Ammailu,1974,k-pratyagatma,K. Pratyagatma,director,
QKD,Needaleni Aadadhi,1974,b-v-prasad,B.V. Prasad,director,
PVE,Nija Roopalu,1974,k-v-nandana-rao,K.V. Nandana Rao,director,
QKJ,Nippulanti Manishi,1974,s-d-lal,S.D. Lal,director,
QKL,Nitya Sumangali,1974,b-n-r,B.N.R,director,
QKO,Nomu,1974,pattu,Pattu,director,
QPD,Oorvasi,1974,k-bapaiah,K. Bapaiah,director,
QKX,Palle Paduchu,1974,k-satyam,K. Satyam,director,
PVS,Palleturi Chinnodu,1974,b-vittalacharya,B. Vittalacharya,director,
QLI,Peddalu Maarali,1974,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
BIPT,Pleaderu Parvathy,1974,b-v-prasad,B.V. Prasad,director,
QLT,Premalu Pellillu,1974,v-madhusudhana-rao,V. Madhusudhana Rao,director,
QLY,Radhamma Pelli,1974,dasari-narayana-rao,Dasari Narayana Rao,director,
QMG,Ram Raheem,1974,b-a-subbarao,B.A. Subbarao,director,
PXZ,Samsaram Sagaram,1974,dasari-narayana-rao,Dasari Narayana Rao,director,
QMY,Satyaniki Sankellu,1974,k-s-prakash-rao,K.S. Prakash Rao,director,
QNC,O Seetha Katha,1974,k-vishwanath,K. Vishwanath,director,
PZB,Sthree Gowravam,1974,s-s-devadas,S.S. Devadas,director,
QOD,Thathamma Kala,1974,nandamuri-taraka-rama-rao,Nandamuri Taraka Rama Rao,director,
QOU,Thirapathi,1974,dasari-narayana-rao,Dasari Narayana Rao,director,
BFPG,Thirugubatu Veerudu,1974,a-c-trilokchandar,A.C. Trilokchandar,director,
QOR,Tulabharam,1974,pendyala-naganjaneyulu,Pendyala Naganjaneyulu,director,
QOW,Tulasi,1974,k-baburao,K. Baburao,director,
QPG,Uttama Illalu,1974,parvataneni-sambasiva-rao,Parvataneni Sambasiva Rao,director,
QPM,Vani Dongala Rani,1974,aamancharla-seshagiri-rao,Aamancharla Seshagiri Rao,director,
QPQ,Vijaya Ramudu,1974,g-vishwanath,G. Vishwanath,director,
QQK,Aadadani Adrushtam,1975,g-v-r-seshagiri-rao,G.V.R. Seshagiri Rao,director,
QQJ,Abhimanavathi,1975,p-doondi,P. Doondi,director,
QQS,Amma,1975,m-s-n-murthy,M.S.N. Murthy,director,
QQT,Ammayila Sapatham,1975,g-v-r-seshagiri-rao,G.V.R. Seshagiri Rao,director,
QQU,Ammayilu Jagratha,1975,parvataneni-sambasiva-rao,Parvataneni Sambasiva Rao,director,
QRB,Andharu Manchivare,1975,s-s-balan,S.S. Balan,director,
QRG,Anna Thammulla Anubandam,1975,s-d-lal,S.D. Lal,director,
QRH,Annadammula Katha,1975,d-s-prakash-rao,D.S. Prakash Rao,director,
QRL,Anuragalu,1975,k-s-rami-reddy,K.S. Rami Reddy,director,
QSE,Babu,1975,k-raghavendra-rao,K. Raghavendra Rao,director,
QSI,Balipeetam,1975,dasari-narayana-rao,Dasari Narayana Rao,director,
QSQ,Bhagasthulu,1975,a-bhimsingh,A. Bhimsingh,director,
BEIT,Bhagdad Veerudu,1975,t-r-ramanna,T.R. Ramanna,director,
QST,Bharathamlo Oka Ammayi,1975,dasari-narayana-rao,Dasari Narayana Rao,director,
QSU,Bharathi,1975,veeturi,Veeturi,director,
QTB,Bullemma Sapadam,1975,vijay,Vijay,director,
QDQ,Chaduvu Samskaram,1975,rajasri-writer,Rajasri (Writer),director,
QTF,Challani Thalli,1975,k-s-rami-reddy,K.S. Rami Reddy,director,
QTO,Cheekativelugulu,1975,k-s-prakash-rao,K.S. Prakash Rao,director,
QEI,Chinnanaati Kalalu,1975,thammareddy-lenin-babu,Thammareddy Lenin Babu,director,
QTQ,Chittamma Chilakamma,1975,polavarapu-brahmananda-rao,Polavarapu Brahmananda Rao,director,
BGDY,Cinema Vaibhavam,1975,c-s-rao,C.S. Rao,director,
BGDY,Cinema Vaibhavam,1975,chalam,Chalam,director,
BGDY,Cinema Vaibhavam,1975,rajababu,Rajababu,director,
BGDY,Cinema Vaibhavam,1975,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
BGDY,Cinema Vaibhavam,1975,b-padmanabam,B. Padmanabam,director,
QUI,Devude Digivasthe,1975,dasari-narayana-rao,Dasari Narayana Rao,director,
QFA,Devudu Chesina Pelli,1975,tatineni-rama-rao,Tatineni Rama Rao,director,
QUJ,Devudulanti Manishi,1975,c-s-rao,C.S. Rao,director,
BDYM,Dhunnevanidhe Bhoomi,1975,a-c-trilokchandar,A.C. Trilokchandar,director,
BFVP,Dongallo Monagadu,1975,c-v-rajendran,C.V. Rajendran,director,
QUX,Eduruleni Manishi,1975,k-bapaiah,K. Bapaiah,director,
QUY,Ee Kalam Dhampathulu,1975,d-yoganand,D. Yoganand,director,
QVN,Gajula Krishnayya,1975,adurthi-subbarao,Adurthi Subbarao,director,
QVS,Gunavantudu,1975,adurthi-subbarao,Adurthi Subbarao,director,
BFAK,Hello Partner,1975,k-krishna-murthy,K. Krishna Murthy,director,
QWT,Jebu Donga,1975,v-madhusudhana-rao,V. Madhusudhana Rao,director,
QWU,Jeevana Jyothi,1975,k-vishwanath,K. Vishwanath,director,
QXQ,Kathanayakuni Katha,1975,d-yoganand,D. Yoganand,director,
BEDY,Khaidhi Pelli,1975,p-neelakantan,P. Neelakantan,director,
BEFM,Kondaveeti Veerudu,1975,p-subramanyam,P. Subramanyam,director,
QYB,Kotha Kapuram,1975,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
QYG,Lakshmana Rekha,1975,n-gopalakrishna,N. Gopalakrishna,director,
QYN,Maavoori Ganga,1975,k-s-r-doss,K.S.R. Doss,director,
QYT,Mallela Manasulu,1975,k-v-nandana-rao,K.V. Nandana Rao,director,
ALZE,Maya Maschindra,1975,babubhai-mistri,Babubhai Mistri,director,
BFXF,Miss Julie Prema Katha,1975,k-s-sethumadhavan,K.S. Sethumadhavan,director,
QZR,Moguda Pellama,1975,b-a-subbarao,B.A. Subbarao,director,
QZY,Muthyala Muggu,1975,bapu,Bapu,director,
RAB,Naaku Swatantram Vachindhi,1975,p-lakshmi-deepak,P. Lakshmi Deepak,director,
BDZP,Naga Bala Yogi,1975,b-harinarayana,B. Harinarayana,director,
BGYM,Naga Pooja Mahima,1975,p-r-somasundar,P.R. Somasundar,director,
BIYM,Paduchu Pilla Pagati Dongalu,1975,vijay,Vijay,director,
RBG,Pandanti Samsaram,1975,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
RBL,Parivarthana,1975,k-hemambharadhara-rao,K. Hemambharadhara Rao,director,
BDFT,Pedda Manishi,1975,p-madhavan,P. Madhavan,director,
RBQ,Peddinti Kodalu,1975,c-srinivas-reddy,C. Srinivas Reddy,director,
RBW,Pichodi Pelli,1975,k-s-reddy,K.S. Reddy,director,
RCC,Pooja,1975,murugan-kumaran,Murugan Kumaran,director,
RCN,Puttinti Gowravam,1975,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
RCW,Rajyamlo Rabandulu,1975,k-s-prasad,K.S. Prasad,director,
RCX,Rakta Sambandhalu,1975,m-mallikarjun-rao,M. Mallikarjun Rao,director,
QMH,Ramaya Thandri,1975,b-v-prasad,B.V. Prasad,director,
RCZ,Ramuni Minchina Ramudu,1975,m-s-gopinath,M.S. Gopinath,director,
BEJG,Rangeli Rani,1975,p-neelakantan,P. Neelakantan,director,
RDO,Samsaram,1975,tatineni-prakash-rao,Tatineni Prakash Rao,director,
RDT,Santanam Sowbhagyam,1975,d-s-prakash-rao,D.S. Prakash Rao,director,
REL,Soggadu,1975,k-bapaiah,K. Bapaiah,director,
RDY,Sowbhagyavathi,1975,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
BGFD,Sri Chamundeswari Mahima,1975,addala-narayana-rao,Addala Narayana Rao,director,
QNM,Sri Ramanjaneya Yuddham,1975,bapu,Bapu,director,
REV,Swargam Narakam,1975,dasari-narayana-rao,Dasari Narayana Rao,director,
BFQB,Telugu Thalli,1975,peketi-sivaram,Peketi Sivaram,director,
QOM,Theerpu,1975,u-visweswara-rao,U. Visweswara Rao,director,
RFI,Thota Ramudu,1975,b-v-prasad,B.V. Prasad,director,
RFX,Vaikuntapali,1975,k-bapaiah,K. Bapaiah,director,
RGC,Vayasochina Pilla,1975,p-lakshmi-deepak,P. Lakshmi Deepak,director,
RGO,Yashodha Krishna,1975,c-s-rao,C.S. Rao,director,
RGS,Zamindaru gari Ammayi,1975,singeetham-srinivasa-rao,Singeetham Srinivasa Rao,director,
RHE,Aadavalu Apanindhalu,1976,b-s-narayana,B.S. Narayana,director,
CJPF,Aadhade Adharam,1976,visu,Visu,director,
RHF,Aadhimanavulu,1976,g-krishna-murthy,G. Krishna Murthy,director,
RII,Aaradhana,1976,b-v-prasad,B.V. Prasad,director,
QRV,Aasthi Kosam,1976,giduthuri-suryam,Giduthuri Suryam,director,
RHO,Alludochadu,1976,k-pratyagatma,K. Pratyagatma,director,
RHR,America Ammayi,1976,singeetham-srinivasa-rao,Singeetham Srinivasa Rao,director,
QQR,Amma Nanna,1976,thammareddy-lenin-babu,Thammareddy Lenin Babu,director,
QRA,Andharu Bagundali,1976,p-pullaiah,P. Pullaiah,director,
RIA,Anthuleni Katha,1976,k-balachandar,K. Balachandar,director,
QSA,Ayinavallu,1976,k-eshwar-rao,K. Eshwar Rao,director,
RJJ,Bangaru Manishi,1976,a-bhimsingh,A. Bhimsingh,director,
BDHI,Bangaru Pathakam,1976,p-madhavan,P. Madhavan,director,
RJT,Bhakta Kannappa,1976,bapu,Bapu,director,
RJU,Bhale Dongalu,1976,k-s-r-doss,K.S.R. Doss,director,
BGBG,Brahma Mudi,1976,v-srinivasan,V. Srinivasan,director,
BJHP,Dashavatharamulu,1976,k-s-gopalakrishnan,K.S. Gopalakrishnan,director,
RLF,Devude Gelichadu,1976,vijayanirmala,Vijayanirmala,director,
RLG,Devudu Chesina Bommalu,1976,v-hanuman-prasad,V. Hanuman Prasad,director,
BHPF,Dharma Pariksha,1976,s-r-puttanna-kanagal,S.R. Puttanna Kanagal,director,
RLP,Doralu Dongalu,1976,k-s-r-doss,K.S.R. Doss,director,
QUZ,Ee Kalapu Pillalu,1976,p-lakshmi-deepak,P. Lakshmi Deepak,director,
BJBJ,Hero 76,1976,c-v-sridhar,C.V. Sridhar,director,
RMS,Iddaru Iddare,1976,v-madhusudhana-rao,V. Madhusudhana Rao,director,
RMU,Illu Vakili,1976,p-d-prasad,P.D. Prasad,director,
RNH,Jyothi,1976,k-raghavendra-rao,K. Raghavendra Rao,director,
BERR,Kaksha Siksha,1976,m-karnan,M. Karnan,director,
QXN,Kashmiru Bullodu,1976,krishnan-panju,Krishnan-Panju,director,
QXU,Kavitha,1976,vijayanirmala,Vijayanirmala,director,
BFJY,Kedi Rowdi,1976,k-s-r-doss,K.S.R. Doss,director,
ROF,Kolleti Kapuram,1976,k-b-tilak,K.B. Tilak,director,
QYA,Kotalo Paga,1976,b-vittalacharya,B. Vittalacharya,director,
BIHV,Koti Vidyalu Kooti Korake,1976,k-balachandar,K. Balachandar,director,
ROU,Maa Daivam,1976,s-s-balan,S.S. Balan,director,
BJLU,Maa Manchi Thalli,1976,d-yoganand,D. Yoganand,director,
RPA,Magadu,1976,s-d-lal,S.D. Lal,director,
RPC,Mahakavi Kshetrayya,1976,c-s-rao,C.S. Rao,director,
RPC,Mahakavi Kshetrayya,1976,adurthi-subbarao,Adurthi Subbarao,director,
RPF,Mahathmudu,1976,m-s-gopinath,M.S. Gopinath,director,
BIIF,Mahaveera Mayura,1976,vijay,Vijay,director,
BGUU,Maheswari Mahatyam,1976,v-v-sundaram,V.V. Sundaram,director,
RPP,Mana Voori Katha,1976,k-hemambharadhara-rao,K. Hemambharadhara Rao,director,
BDTP,Manchi Kosam,1976,m-krishnan-nair,M. Krishnan Nair,director,
RPQ,Manchiki Maro Peru,1976,c-s-rao,C.S. Rao,director,
RPS,Mangalyaniki Maromudi,1976,k-vishwanath,K. Vishwanath,director,
RPU,Manishi Mrugamu,1976,k-s-reddy,K.S. Reddy,director,
RPV,Manishi Roaduna Paddadu,1976,c-v-ramanji,C.V. Ramanji,director,
BCFE,Manmadha Leela,1976,k-balachandar,K. Balachandar,director,
RPZ,Manushulantha Okkate,1976,dasari-narayana-rao,Dasari Narayana Rao,director,
RQP,Monagadu,1976,t-krishna,T. Krishna,director,
BHUW,Mosagallaku Sawal,1976,vijaya-narayanan,Vijaya Narayanan,director,
RQS,Muddabanthi Puvvu,1976,dasari-narayana-rao,Dasari Narayana Rao,director,
RQT,Mugguru Moorkhulu,1976,k-hemambharadhara-rao,K. Hemambharadhara Rao,director,
RQZ,Naa Pere Bhagawan,1976,s-d-lal,S.D. Lal,director,
RRC,Naadu Nedu,1976,p-sekhar,P. Sekhar,director,
BDQC,Narada Vinodham,1976,y-r-swamy,Y.R. Swamy,director,
RRR,Neram Nadikadu Akalidi,1976,s-d-lal,S.D. Lal,director,
RRT,Nijam Nidhrapodhu,1976,rajasri-writer,Rajasri (Writer),director,
BFSI,Nippulanti Adadi,1976,geetha-priya,Geetha Priya,director,
BHDK,Oka Ammayi Katha,1976,kanakamedala,Kanakamedala,director,
RRY,Oka Deepam Veligindhi,1976,singeetham-srinivasa-rao,Singeetham Srinivasa Rao,director,
RSG,Padavoyi Bharatheeyuda,1976,dasari-narayana-rao,Dasari Narayana Rao,director,
RAZ,Padi Pantalu,1976,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
RST,Pedda Annayya,1976,p-d-prasad,P.D. Prasad,director,
RSU,Pellade Bomma,1976,chakravarthy,Chakravarthy,director,
RBR,Pelli Kaani Thandri,1976,b-padmanabam,B. Padmanabam,director,
RBV,Pichi Maaraju,1976,v-b-rajendraprasad,V.B. Rajendraprasad,director,
RTC,Pogarubothu,1976,tatineni-prakash-rao,Tatineni Prakash Rao,director,
RTE,Poruginti Pullakura,1976,v-madhusudhana-rao,V. Madhusudhana Rao,director,
BJYK,Prachanda Veerudu,1976,aamancharla-seshagiri-rao,Aamancharla Seshagiri Rao,director,
RTJ,Prema Bandham,1976,k-vishwanath,K. Vishwanath,director,
BHED,Prema Leelalu,1976,a-s-prakash-rao,A.S. Prakash Rao,director,
BETV,Premaa Dharmama,1976,a-jagannathan,A. Jagannathan,director,
RTL,Premayanam,1976,pendyala-naganjaneyulu,Pendyala Naganjaneyulu,director,
BHJH,Purnamma Katha,1976,k-v-nandana-rao,K.V. Nandana Rao,director,
RTZ,Raaja,1976,k-raghavendra-rao,K. Raghavendra Rao,director,
BECQ,Raja Raja Choludu,1976,a-p-nagarajan,A.P. Nagarajan,director,
RUE,Raju Vedale,1976,tatineni-rama-rao,Tatineni Rama Rao,director,
RUH,Ramarajyamlo Raktha Patham,1976,parvataneni-sambasiva-rao,Parvataneni Sambasiva Rao,director,
RUK,Rathalu Rambabu,1976,giribabu,Giribabu,director,
BDPL,Sampurna Sivapuranamu,1976,chandrakant,Chandrakant,director,
RVM,Secretary,1976,k-s-prakash-rao,K.S. Prakash Rao,director,
RVN,Seelaniki Siksha,1976,d-s-prakash-rao,D.S. Prakash Rao,director,
RVQ,Seeta Kalyanam,1976,bapu,Bapu,director,
RWJ,Siri Siri Muvva,1976,k-vishwanath,K. Vishwanath,director,
RWC,Sri Rajeswari Vilas Coffee Club,1976,chakrapani,Chakrapani,director,
RWC,Sri Rajeswari Vilas Coffee Club,1976,bapu,Bapu,director,
BJEG,Sringara Leela,1976,k-balachandar,K. Balachandar,director,
RWR,Suprabhatam,1976,k-s-prakash-rao,K.S. Prakash Rao,director,
BEDC,Thalli Manasu,1976,v-srinivasan,V. Srinivasan,director,
RXE,Thoorpu Padamara,1976,dasari-narayana-rao,Dasari Narayana Rao,director,
RXZ,Uttamuralu,1976,srinivas-reddy,Srinivas Reddy,director,
RYB,Vadhuvarulu,1976,n-d-vijaya-babu,N.D. Vijaya Babu,director,
BJHO,Vajrala Donga,1976,p-neelakantan,P. Neelakantan,director,
RFZ,Vanaja Girija,1976,gowtham,Gowtham,director,
BEWT,Velugubatalu,1976,b-s-prakash-rao,B.S. Prakash Rao,director,
RGG,Vemulavada Bhimakavi,1976,d-yoganand,D. Yoganand,director,
RYO,Vintha Illu Santhagola,1976,p-lakshmi-deepak,P. Lakshmi Deepak,director,
RYY,Yavvanam Katesindi,1976,dasari-narayana-rao,Dasari Narayana Rao,director,
RZJ,Aalumagalu,1977,tatineni-rama-rao,Tatineni Rama Rao,director,
SAN,Aame Katha,1977,k-raghavendra-rao,K. Raghavendra Rao,director,
SBN,Aathmiyudu,1977,tatineni-rama-rao,Tatineni Rama Rao,director,
RZU,Adavi Ramudu,1977,k-raghavendra-rao,K. Raghavendra Rao,director,
RZX,Adhrustavanthuralu,1977,chakravarthy,Chakravarthy,director,
SAM,Amara Deepam,1977,k-raghavendra-rao,K. Raghavendra Rao,director,
BHLG,Andhala Raja,1977,v-srinivasan,V. Srinivasan,director,
SAV,Andhame Anandham,1977,singeetham-srinivasa-rao,Singeetham Srinivasa Rao,director,
SBI,Ardhangi,1977,a-mohan-gandhi,A. Mohan Gandhi,director,
BJCK,Atha Poru,1977,a-kasilingam,A. Kasilingam,director,
RIS,Athavarillu,1977,k-pratyagatma,K. Pratyagatma,director,
SCE,Bangaru Bommalu,1977,v-b-rajendraprasad,V.B. Rajendraprasad,director,
RJQ,Bhadrakali,1977,a-c-trilogchander,A.C. Trilogchander,director,
SCK,Bhale Alludu,1977,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
BGBO,Bhale Raja,1977,kanaka-shanmugam,Kanaka Shanmugam,director,
BDWL,Bharath Nivas,1977,a-c-trilokchandar,A.C. Trilokchandar,director,
QTA,Brathuke Oka Panduga,1977,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
SCW,Chakradhari,1977,v-madhusudhana-rao,V. Madhusudhana Rao,director,
SDC,Chanakya Chandragupta,1977,nandamuri-taraka-rama-rao,Nandamuri Taraka Rama Rao,director,
SDH,Charitra Heenulu,1977,k-bapaiah,K. Bapaiah,director,
BDXG,Chethilo Cheyyesi Cheppu,1977,p-madhavan,P. Madhavan,director,
SDM,Chilakamma Cheppindhi,1977,eeranki-sharma,Eeranki Sharma,director,
QTP,Chillara Devullu,1977,t-madhava-rao,T. Madhava Rao,director,
SDN,Chillara Kottu Chittemma,1977,dasari-narayana-rao,Dasari Narayana Rao,director,
SDT,Daana Veera Sura Karna,1977,nandamuri-taraka-rama-rao,Nandamuri Taraka Rama Rao,director,
SEG,Devathalara Dheevinchandi,1977,kommineni-seshagiri-rao,Kommineni Seshagiri Rao,director,
BDQD,Devudichina Bharya,1977,a-c-trilokchandar,A.C. Trilokchandar,director,
BDYA,Devudichina Varalu,1977,c-vaikuntarama-sharma,C. Vaikuntarama Sharma,director,
XLD,Dharmathmudu,1977,p-neelakantan,P. Neelakantan,director,
SEU,Dongalaku Donga,1977,k-s-r-doss,K.S.R. Doss,director,
BIKX,Dongalu Chesina Devudu,1977,s-p-muthuraman,S.P. Muthuraman,director,
SFB,Edhureetha,1977,v-madhusudhana-rao,V. Madhusudhana Rao,director,
BFYK,Eduruleni Nayakudu,1977,m-krishna,M. Krishna,director,
BDHF,Eduruleni Ramudu,1977,s-v-rajendra-singh-babu,S.V. Rajendra Singh Babu,director,
SFD,Eenati Bandham Enatido,1977,k-s-r-doss,K.S.R. Doss,director,
SFC,Eetharam Manishi,1977,v-madhusudhana-rao,V. Madhusudhana Rao,director,
SFL,Gadusu Ammayi,1977,k-pratyagatma,K. Pratyagatma,director,
SFM,Gadusu Pillodu,1977,k-bapaiah,K. Bapaiah,director,
SFQ,Ganga Yamuna Saraswathi,1977,mahesh,Mahesh,director,
SFV,Geetha Sangeetha,1977,m-s-kota-reddy,M.S. Kota Reddy,director,
BJMK,Gruha Pravesamu,1977,d-yoganand,D. Yoganand,director,
SGS,Idekkadi Nyayam,1977,dasari-narayana-rao,Dasari Narayana Rao,director,
SHN,Janma Janmala Bandam,1977,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
RNB,Jaruguthunna Katha,1977,g-seshagiri-rao,G. Seshagiri Rao,director,
SHP,Jeevana Theeralu,1977,g-c-sekhar,G.C. Sekhar,director,
CJSH,Jeevitha Nauka,1977,k-viswanath,K. Viswanath,director,
SHR,Jeevitha Nouka,1977,k-vishwanath,K. Vishwanath,director,
SHS,Jeevithame Oka Natakam,1977,dasari-narayana-rao,Dasari Narayana Rao,director,
SHT,Jeevithamlo Vasantham,1977,u-s-v-pani,U.S.V. Pani,director,
