film_id,title,year,person_id,person_name,role,characters
AVPQ,Brahmanandam Drama Company,2008,i-srikanth,I. Srikanth,director,
AVPS,Bujjigadu,2008,puri-jagannath,Puri Jagannath,director,
BDOQ,Call Centre,2008,kanmani,Kanmani,director,
BDRS,Cell,2008,venkata-narayana,Venkata Narayana,director,
AVQH,Chedu Gudu,2008,p-r-nagaraju,P.R. Nagaraju,director,
CSBE,Chhota Bheem,2008,rajiv-chilaka,Rajiv Chilaka,director,
AVQM,Chinthakayala Ravi,2008,yogesh,Yogesh,director,
BEOU,City Life,2008,souda,Souda,director,
BJOU,College Days,2008,nanda,Nanda,director,
CSBH,College days to marriage days,2008,prem-chand,Prem Chand,director,
BDFM,College Days To Marriage Days,2008,premchand,Premchand,director,
AVRD,Dasavatharam,2008,k-s-ravikumar,K.S. Ravikumar,director,
AVRG,Deepavali,2008,haribabu,Haribabu,director,
AVRT,Donga Satchinollu,2008,raja-vannem-reddy,Raja Vannem Reddy,director,
AVRU,Dongala Bandi,2008,satish-vegesna,Satish Vegesna,director,
BHVM,Dyeyam,2008,m-jayasimha-reddy,M. Jayasimha Reddy,director,
BDLB,Ek Police,2008,kodi-ramakrishna,Kodi Ramakrishna,director,
BJDW,Ekaloveyudu,2008,k-r-k,K.R.K,director,
BEES,Erra Samudram,2008,r-narayana-murthy,R. Narayana Murthy,director,
BIJY,Evil Aliens,2008,jack-west,Jack West,director,
BJGF,The Forbidden Kingdom,2008,raj-minkaf,Raj Minkaf,director,
BEQN,Friends Colony,2008,srinivas-yadav-acchana,Srinivas Yadav Acchana,director,
BDRT,Gadhi No 305 lo Devudu,2008,simbudevan,Simbudevan,director,
BFVK,Gajendra,2008,a-venkatesh,A. Venkatesh,director,
AVBW,Gajibiji,2008,k-vasu,K. Vasu,director,
AVSV,Gamyam,2008,jagarlamudi-radhakrishna-krish,Jagarlamudi Radhakrishna (Krish),director,
BJTG,Geetha,2008,surya-teja,Surya Teja,director,
BDNZ,Gharam Gharam Bhamalu,2008,poj-arnon,Poj Arnon,director,
BELA,Ghatodgajudu,2008,singeetham-srinivasa-rao,Singeetham Srinivasa Rao,director,
CSCJ,GHATOTKACHA,2008,rakesh-prasad,Rakesh Prasad,director,
BHWX,Giliginthalu,2008,k-anand,K. Anand,director,
CSCS,Gita,2008,surya-teja,Surya Teja,director,
AVTH,Gorintaku,2008,vankineni-ratna-pratap,Vankineni Ratna Pratap,director,
BDOD,Gowthama Buddha,2008,allani-sridhar,Allani Sridhar,director,
AVTN,Gunde Ghallumandhi,2008,madan,Madan,director,
CSDB,Happy Days,2008,haricharan-rao-ayilneni,Haricharan Rao Ayilneni,director,
AVTS,Hare Ram,2008,harshavardhan,Harshavardhan,director,
BESL,Heart Beats,2008,vinu-anand,Vinu Anand,director,
BILL,Henkaak,2008,peter-berg,Peter Berg,director,
AVUA,Hero,2008,sudhakar-naidu-g-v,Sudhakar Naidu (G.V),director,
AVDG,Highway,2008,v-manoj-kumar,V. Manoj Kumar,director,
AVUE,Homam,2008,j-d-chakravarthy,J.D. Chakravarthy,director,
BFDY,Hot Money,2008,rakesh-sawant,Rakesh Sawant,director,
BDJN,I Dont Care,2008,d-rangarao,D. Rangarao,director,
AVUK,Idhi Sanghathi,2008,chandra-siddhartha,Chandra Siddhartha,director,
BHLN,Indrajith,2008,goona-nagendra-prasad,Goona Nagendra Prasad,director,
BGFT,Itlu Nee Vennela,2008,mamidi-krishna,Mamidi Krishna,director,
BEWD,Jabilamma,2008,suresh,Suresh,director,
AVUU,Jalsa,2008,trivikram-srinivas,Trivikram Srinivas,director,
BECI,Jalsa Rani,2008,ujwal-chaterji,Ujwal Chaterji,director,
BDDS,Jalsa Rayudu,2008,k-s-ravi-kumar,K.S. Ravi Kumar,director,
BJGT,James Bond 2008,2008,mark-foster,Mark Foster,director,
BJLX,Jaws Returns,2008,david-warth,David Warth,director,
BDMS,Jhansi IPS,2008,m-vasu,M. Vasu,director,
BJFQ,Jodhaa Akbar,2008,ashutosh-gowariker,Ashutosh Gowariker,director,
AVVA,John Apparao 40 plus,2008,kuchipudi-venkat,Kuchipudi Venkat,director,
CSEE,Kaamannana Makkalu,2008,chi-gurudutt,Chi Gurudutt,director,
AVVK,Kalidasu,2008,g-ravicharan-reddy,G. Ravicharan Reddy,director,
BIIS,Kalyanam,2008,murali-krishna,Murali Krishna,director,
AVVO,Kantri,2008,meher-ramesh,Meher Ramesh,director,
BJGA,Kasipatnam Chudara Babu,2008,maddhirala,Maddhirala,director,
BFRM,Kathanayakudu,2008,p-vasu,P. Vasu,director,
AVVU,Keka,2008,teja,Teja,director,
AVWA,King,2008,srinu-vaitla,Srinu Vaitla,director,
AVWD,Koncham Kothaga,2008,raju-rajendra-prasad,Raju Rajendra Prasad,director,
BHBC,Korikale Gurralaithe,2008,akash-dixit,Akash Dixit,director,
AVWE,Kotha Bangaru Lokam,2008,srikanth-addala,Srikanth Addala,director,
AVVT,Kousalya Supraja Rama,2008,surya-prasad,Surya Prasad,director,
AVWG,Krishna,2008,v-v-vinayak,V.V. Vinayak,director,
AVWH,Krishnarjuna,2008,p-vasu,P. Vasu,director,
BFLI,Krushi,2008,sivaji-prasad,Sivaji Prasad,director,
BIDS,Kshudra,2008,nagul,Nagul,director,
AVWI,Kuberulu,2008,srinivasa-reddy,Srinivasa Reddy,director,
BHXH,Kurkure,2008,junaid,Junaid,director,
AVWN,Lakshmi Puthrudu,2008,raj-kapoor-tamil-dir,Raj Kapoor (Tamil Dir),director,
AVXC,Maa Aayana Chanti Pilladu,2008,raja-vannem-reddy,Raja Vannem Reddy,director,
BDDI,Maa Alludu Lavangam,2008,srirangam-satish-kumar,Srirangam Satish Kumar,director,
BGEI,Maha Yagnyam,2008,thota-krishna,Thota Krishna,director,
BHBX,Mallepuvvu,2008,v-samudra,V. Samudra,director,
AVXL,Mangathaayaru Tiffin Centre,2008,venky,Venky,director,
BGER,Manmadha Raja,2008,pon-raman,Pon Raman,director,
BFNI,Manthra Kanya,2008,vinayan,Vinayan,director,
BHLS,Manthra Nilayam,2008,stephen-hopkins,Stephen Hopkins,director,
AVXZ,Micheal Madana KamaRaju,2008,nidhi-prasad-s-v-n-vara-prasad,Nidhi Prasad (S.V.N. Vara Prasad),director,
BIAV,Miss Bharathi,2008,k-ganesan,K. Ganesan,director,
BHJY,Mohini,2008,s-v-rajendra-singh-babu,S.V. Rajendra Singh Babu,director,
BEFE,Monika The Don,2008,i-v-sasi,I.V. Sasi,director,
AVYM,Mr Medhavi,2008,g-neelakanta-reddy,G. Neelakanta Reddy,director,
BERD,Mrugam,2008,swamy,Swamy,director,
BHIJ,Muddayi,2008,arun-pandian,Arun Pandian,director,
BGLD,Muhurtham,2008,ravi-tenali,Ravi Tenali,director,
BFHX,The Mummy 2008,2008,donald-f-glut,Donald F Glut,director,
BDJG,Myav,2008,vidya,Vidya,director,
BEEU,Naa Anevaadu,2008,t-prashanth,T. Prashanth,director,
BFFV,Naa Cheliya,2008,g-kicha,G. Kicha,director,
BEFW,Naa Intlo Oka Roju,2008,guddu-dhanoa,Guddu Dhanoa,director,
AVYZ,Naa Manasukemayindhi,2008,sriram,Sriram,director,
BEYH,Naa Pancha Pranam,2008,raman,Raman,director,
AVZB,Nachavule,2008,t-ravi-babu,T. Ravi Babu,director,
AVZC,Nagaram,2008,c-c-srinivas,C.C. Srinivas,director,
BHZZ,Narnia,2008,andru-aadamson,Andru Aadamson,director,
AVZG,Nee Sukhame Ne Koruthunna,2008,giribabu,Giribabu,director,
AVZJ,Neninthe,2008,puri-jagannath,Puri Jagannath,director,
AVZK,Nenu Meeku Telusa,2008,ajay-sastry,Ajay Sastry,director,
BEML,Nestama,2008,s-veerendra-reddy,S. Veerendra Reddy,director,
BJNH,Nigha,2008,k-narasimha,K. Narasimha,director,
AVZL,Ninna Nedu Repu,2008,lakshmikanth-chenna,Lakshmikanth Chenna,director,
BEGN,Number 1 Hero,2008,madhusudhan,Madhusudhan,director,
BHVH,Nyayam Kavali,2008,v-deepak-kumar,V. Deepak Kumar,director,
BFYY,Okanokappudu,2008,krishna-nori,Krishna Nori,director,
AVZS,Okka Magaadu,2008,y-v-s-chowdary,Y.V.S. Chowdary,director,
BIJN,One,2008,v-krishna-teja,V. Krishna Teja,director,
AVZX,Ontari,2008,b-v-ramana,B.V. Ramana,director,
AWAF,Pandurangadu,2008,k-raghavendra-rao,K. Raghavendra Rao,director,
BGGD,Pardhu,2008,madhuravan,Madhuravan,director,
AWAI,Parugu,2008,bhaskar,Bhaskar,director,
AWAN,Pelli Kaani Prasad,2008,satyam-dwarapudi,Satyam Dwarapudi,director,
BENJ,Pishachala Banghalaa,2008,david-f-price,David F. Price,director,
BIQX,Pokiri Raja MBA,2008,sammad-mankad,Sammad Mankad,director,
AVQP,Pourudu,2008,raj-aditya,Raj Aditya,director,
BGQW,Prema,2008,vikraman,Vikraman,director,
BIMM,Prema Bandam,2008,agasthiyan,Agasthiyan,director,
AWBC,Premabishekam,2008,s-s-vikram-gandhi,S.S. Vikram Gandhi,director,
BJZJ,Race,2008,abbas-mastan,Abbas-Mastan,director,
CSHF,Raghuram,2008,rao,Rao,director,
AWBM,Rainbow,2008,v-n-aditya,V.N. Aditya,director,
AWBO,Raksha,2008,aakella-vamsikrishna,Aakella Vamsikrishna,director,
BHZN,Ramachilakalu,2008,vicky-ranawat,Vicky Ranawat,director,
CSHL,Rammudu kadu krishnadu,2008,shiva-teja,Shiva Teja,director,
BETM,Rana,2008,bharathirajaa,Bharathirajaa,director,
AWBU,Ready,2008,srinu-vaitla,Srinu Vaitla,director,
BGET,Rocket Dada,2008,thanachat-bunlah,Thanachat Bunlah,director,
BIMU,Rudra Bhupathi,2008,b-unni-krishnan,B. Unni Krishnan,director,
BHTX,Sahasa King Kong 2,2008,john-guillermin,John Guillermin,director,
CSHZ,Salaam Hyderabad,2008,k-anand,K. Anand,director,
AWCI,Salute,2008,a-rajasekhar,A. Rajasekhar,director,
BHLU,Sangamam,2008,rasool-ellore,Rasool Ellore,director,
AWCM,Saroja,2008,venkat-prabhu,Venkat Prabhu,director,
CSID,Sawaal,2008,jaya-b,Jaya B.,director,
AWCR,Sawal,2008,b-jaya,B. Jaya,director,
AWDC,Siddhu From Sikakulam,2008,eswar,Eswar,director,
AWDF,Sindhuri,2008,vellanki-durga-prasad-chowdary,Vellanki Durga Prasad Chowdary,director,
BFCB,Somberi,2008,jonnavithula-ramalingeswara-rao,Jonnavithula Ramalingeswara Rao,director,
AWDL,Souryam,2008,siva,Siva,director,
BGJG,Sri Medaram Sammakka Sarakka Mahathyam,2008,vemu,Vemu,director,
BFQJ,Sridevi,2008,murari,Murari,director,
BHKE,Srushti Rahasyam,2008,ramesh-ankamu,Ramesh Ankamu,director,
AWDS,Sundarakanda,2008,bapu,Bapu,director,
BGKH,Surya Son of Krishnan,2008,gautham-menon,Gautham Menon,director,
AWDZ,Swagatham,2008,k-dhasarath,K. Dhasarath,director,
BIUA,Swamy IPS,2008,hari-dir,Hari (Dir),director,
CSIY,Tathagatha Buddha The Life &amp; Times of Gautama Buddha,2008,sridhar-allani,Sridhar Allani,director,
BKBH,Terror,2008,l-sanjeev,L. Sanjeev,director,
BHPS,Thamasa Chudham Randi,2008,b-ashok-rao,B. Ashok Rao,director,
BGPC,Thinnama Padukunnama Tellarinda,2008,ramkumar,Ramkumar,director,
AWEL,Three,2008,sekhar-suri,Sekhar Suri,director,
AWEN,Tinnama Padukunnama Tellarinda!,2008,ramkumar,Ramkumar,director,
AWFB,Ullasanga Utsahanga,2008,a-karunakaran,A. Karunakaran,director,
AWFG,Vaana,2008,m-s-raju,M.S. Raju,director,
BHZT,Valentine,2008,sripada-vishwakarma,Sripada Vishwakarma,director,
BHQG,Veedhi Rowdi,2008,sai-prakash,Sai Prakash,director,
BDMA,Veedu Mamulodu Kaadhu,2008,ravi-sharma,Ravi Sharma,director,
AWFQ,Victory,2008,ravi-chavali,Ravi Chavali,director,
AUVO,Vijay IPS,2008,k-hanumantha-reddy,K. Hanumantha Reddy,director,
AWFS,Vinayakudu,2008,saikiran-adivi,Saikiran Adivi,director,
AWFT,Vishaka Express,2008,vara-mullapudi,Vara Mullapudi,director,
AWFW,Wall Poster,2008,vijay,Vijay,director,
BHTZ,Wanted,2008,timur-bekmambetov,Timur Bekmambetov,director,
AWGJ,Yuvatha,2008,parasuram-bujji,Parasuram (Bujji),director,
BDYB,13,2009,vikram-k-kumar,Vikram K. Kumar,director,
BBGQ,16 Days,2009,prabhu-solomon,Prabhu Solomon,director,
BJIL,18 by 20 Love Story,2009,radhakrishna,Radhakrishna,director,
BFZW,Aa Aaa E Ee,2009,srinivasa-reddy,Srinivasa Reddy,director,
AWGQ,Aa Intlo,2009,chinna,Chinna,director,
BEJV,Aa Okkadu,2009,n-s-murthy,N.S. Murthy,director,
BEBM,Aadhimanavulu Sarpa Rani,2009,antony-m-dawson,Antony M Dawson,director,
AWOW,Aakashamantha,2009,radha-mohan,Radha Mohan,director,
BHIW,Adavi,2009,ram-gopal-varma,Ram Gopal Varma,director,
BEGR,Addhala Kota,2009,atagjendrad,Atagjendrad,director,
AWHC,Adhinetha,2009,v-samudra,V. Samudra,director,
AWHD,Adugu,2009,veera-prasad-neelam,Veera Prasad Neelam,director,
BIOQ,Amaravathi,2009,t-ravi-babu,T. Ravi Babu,director,
BIHX,Amavasya,2009,chris-weitz,Chris Weitz,director,
BHIG,Anaconda 3,2009,tibor-takas,Tibor Takas,director,
BJQX,Anaconda 3,2009,karan-chai-phantasi,Karan Chai Phantasi,director,
BISS,Ananda Thandavam,2009,a-r-gandhi-krishna,A.R. Gandhi Krishna,director,
BDLG,Ananthapuram 1980,2009,m-sasi-kumar,M. Sasi Kumar,director,
BHVW,Angels and Demons,2009,ran-haward,Ran Haward,director,
BHEK,Anjali In America,2009,rajeev-anchal,Rajeev Anchal,director,
AWHV,Anjaneyulu,2009,parasuram,Parasuram,director,
AWHW,Anjani Putrudu,2009,k-chandrasekhar,K. Chandrasekhar,director,
BJRD,Anthima Poratam,2009,philip-g-atwell,Philip G. Atwell,director,
BFCJ,Ardharathri Aada Deyyem,2009,tulasi-ramesh,Tulasi Ramesh,director,
AWIG,Arundhathi,2009,kodi-ramakrishna,Kodi Ramakrishna,director,
AWIH,Arya 2,2009,sukumar,Sukumar,director,
BITC,Avatar,2009,james-cameron,James Cameron,director,
AWIF,Baanam,2009,chaitanya-dhantuluri,Chaitanya Dhantuluri,director,
AWIT,Bangaru Babu,2009,jonnalagadda-srinivasa-rao,Jonnalagadda Srinivasa Rao,director,
CSLQ,Bangkok lo Brahmanandam,2009,e-satthi-babu,E. Satthi Babu,director,
BDVA,Bank,2009,arun-kumar,Arun Kumar,director,
BHGL,Barberian Veerudu,2009,michael-e-lemick,Michael E. Lemick,director,
AWIY,Bendu Apparao,2009,e-v-v-satyanarayana,E.V.V. Satyanarayana,director,
BHYH,Bhagavanthudu,2009,srirangam-satish-kumar,Srirangam Satish Kumar,director,
CSLZ,Bhagavantudu,2009,sreerangam-satish-kumar,Sreerangam Satish Kumar,director,
BDRQ,Bharath Mahan,2009,aakula-raghava,Aakula Raghava,director,
BEDB,Bheebathsam,2009,amma-rajasekhar,Amma Rajasekhar,director,
AWJH,Billa,2009,meher-ramesh,Meher Ramesh,director,
BDLU,Blue,2009,antony-d-souza,Antony D. Souza,director,
AWJR,Boni,2009,raj-pippalla,Raj Pippalla,director,
BHNE,Buddhimanthudu,2009,ramnath,Ramnath,director,
AWJU,Bumper Offer,2009,jaya-ravindra,Jaya Ravindra,director,
BGCD,Circus Circus,2009,s-umesh-kumar,S. Umesh Kumar,director,
BGZX,Current,2009,surya-pratap,Surya Pratap,director,
BJSP,Dee Ante Dee,2009,sai-prakash,Sai Prakash,director,
AWLH,Diary,2009,ramakrishna-machakanti,Ramakrishna Machakanti,director,
BELG,Doshi,2009,singam-sudhakar-reddy,Singam Sudhakar Reddy,director,
BEMQ,Drohi,2009,gautham-menon,Gautham Menon,director,
BIPK,Drona,2009,j-karuna-kumar,J. Karuna Kumar,director,
BHBR,Durgi,2009,anand-sankarapu,Anand Sankarapu,director,
BECT,Duryodhanudu,2009,k-darshan,K. Darshan,director,
BIOA,Edukondalavada Venkataramana Andaru Bagundali,2009,surya-injamuri,Surya Injamuri,director,
BGZZ,Ee Vayasulo,2009,b-ramesh-rayulu,B. Ramesh Rayulu,director,
BGJH,Eenadu,2009,chakri-tholeti,Chakri Tholeti,director,
AWMR,Ek Niranjan,2009,puri-jagannath,Puri Jagannath,director,
BGSW,Erra Kota Monagallu,2009,rachard-fleisoner,Rachard Fleisoner,director,
AWMZ,Evaraina Epudaina,2009,marthand-k-shankar,Marthand K. Shankar,director,
AWNE,Fitting Master,2009,e-v-v-satyanarayana,E.V.V. Satyanarayana,director,
BIOO,Flash News,2009,g-ashok,G. Ashok,director,
BEXR,Gaali Seenu,2009,p-uday-bhaskar,P. Uday Bhaskar,director,
BFOA,Gadwal Kota,2009,iainsoftley,Iainsoftley,director,
BFMV,Galimpu,2009,puli-amruth,Puli Amruth,director,
AWNP,Ganesh,2009,m-saravanan,M. Saravanan,director,
BGDD,Gang Leaders,2009,a-harsha,A. Harsha,director,
AWNQ,Garjjanam,2009,v-v-ramana,V.V. Ramana,director,
BEPF,Gharjinche Simhalu,2009,ip-sing-hong,Ip Sing Hong,director,
BDPG,Ghatikudu,2009,k-s-ravi-kumar,K.S. Ravi Kumar,director,
BHKT,Godzilla Returns,2009,takao-okawara,Takao Okawara,director,
AWNU,Gopi Gopika Godavari,2009,vamsi-dir,Vamsi (Dir),director,
AXNN,Holidays,2009,s-s-kumar,S.S. Kumar,director,
AWOU,I Am Free,2009,will-seth-sankhla,Will Seth Sankhla,director,
BHEW,Indhumathi,2009,harsha-p-reddy,Harsha P. Reddy,director,
BDRY,Jagadeka Sundari,2009,s-ravi,S. Ravi,director,
CSPD,Jagadguru Sri Shiridi Saibaba,2009,ramakrishna,Ramakrishna,director,
BJLK,Jagadhguru Sri Shirdi Saibaba,2009,ramakrishna-reddy-guda,Ramakrishna Reddy Guda,director,
BIAC,Jagan Mohini,2009,n-k-vishwanath,N.K. Vishwanath,director,
BEBW,Jai Sambasiva,2009,perarasu,Perarasu,director,
BGVH,Jajimalli,2009,vaikunta-lavya,Vaikunta Lavya,director,
BGTH,Jallu,2009,v-v-narayana,V.V. Narayana,director,
AWPP,Jayeebava,2009,naren-kondepati,Naren Kondepati,director,
AWPT,Josh,2009,m-vasu-varma,M. Vasu Varma,director,
AWPX,Junction,2009,k-anil-krishna,K. Anil Krishna,director,
BHXI,Jwala Dweepam,2009,jonathan-english,Jonathan English,director,
BEAF,Kalasala,2009,balaji-shakthivel,Balaji Shakthivel,director,
AWQF,Kalavaramaye Madhilo,2009,satish-kasetty,Satish Kasetty,director,
AWQS,Kasko,2009,g-nageswara-reddy,G. Nageswara Reddy,director,
AWQT,Katha,2009,srinivas-raga,Srinivas Raga,director,
AWQV,Kavyas Diary,2009,karuna-prakash-v-k-prakash,Karuna Prakash (V.K. Prakash),director,
BGGV,Keechakudu,2009,pappu,Pappu,director,
AWRE,Kick,2009,surendar-reddy-patthi,Surendar Reddy Patthi,director,
BHQP,Kithakitha + Cricket = Kirkit,2009,sasi-preetam,Sasi Preetam,director,
AWRN,Koncham Ishtam Koncham Kastam,2009,kishore-kumar-pardasani-dolly,Kishore Kumar Pardasani (Dolly),director,
BJOE,Kshanam Oka Yugam,2009,mamani,Mamani,director,
AWRS,Kurradu,2009,sandeep-gunnam,Sandeep Gunnam,director,
BFNK,Kuthuru Kosam,2009,r-narayana-murthy,R. Narayana Murthy,director,
BHUO,Life Style,2009,muppalaneni-siva-prasad,Muppalaneni Siva Prasad,director,
BISI,Maa Vaadu,2009,s-saravanan,S. Saravanan,director,
BHLE,Maanava Mrugalu,2009,ruggero-deodato,Ruggero Deodato,director,
AWSZ,Magadheera,2009,s-s-rajamouli,S.S. Rajamouli,director,
BGRA,Maha Mudhuru,2009,bharathan,Bharathan,director,
BIEN,Maha Sangramam,2009,john-woo,John Woo,director,
BFQD,Maha Veerudu Maya Mohini,2009,michael-arslan,Michael Arslan,director,
BGSH,Mahanagaramlo,2009,g-l-b-srinivas,G.L.B. Srinivas,director,
AWTB,Mahathma,2009,krishna-vamshi,Krishna Vamshi,director,
BFRL,Mallanna,2009,susi-ganesan,Susi Ganesan,director,
BDPP,Malli Malli,2009,raj-aditya,Raj Aditya,director,
BGGC,Mallika,2009,raju-sundaram,Raju Sundaram,director,
BFOR,Manasu Pilichindhi,2009,preetham,Preetham,director,
BHTD,Manjeera,2009,sai-bhanu,Sai Bhanu,director,
BHMD,Manmadhulu,2009,v-velu-raja,V. Velu Raja,director,
AWTM,Manorama,2009,v-eshwar-reddy,V. Eshwar Reddy,director,
AWTQ,Maska,2009,gopal-b,Gopal B.,director,
BHWH,Masth,2009,s-v-krishna-reddy,S.V. Krishna Reddy,director,
AWTV,Mental Krishna,2009,posani-krishna-murali,Posani Krishna Murali,director,
AWUB,Mestri,2009,suresh-krishna,Suresh Krishna,director,
AWUG,Mithrudu,2009,mahadev,Mahadev,director,
BHBT,Mogudu Kavali,2009,ravi-chennuri,Ravi Chennuri,director,
AXUG,Mondi Mogullu Penki Pellalu,2009,k-v-ramana,K.V. Ramana,director,
BEDR,Mr Girisham,2009,vishwaprasad,Vishwaprasad,director,
CSRC,Mr Lavangam,2009,chalapthi-malladi,Chalapthi Malladi,director,
BJJJ,Mummy Beginning,2009,renny-harlin,Renny Harlin,director,
BHAQ,Naa Girl Friend Baga Rich,2009,m-nagendra-kumar,M. Nagendra Kumar,director,
AWVE,Naa Style Veru,2009,ramprasad-gottimukkala,Ramprasad Gottimukkala,director,
BHZC,Nachav Alludu,2009,m-s-srichand,M.S. Srichand,director,
BJIU,Nakoka Girl Friend Kavali,2009,m-janaki-ramireddy,M. Janaki Ramireddy,director,
BIOS,Nalla Abbayi Thella Ammayi,2009,r-nani-krishna,R. Nani Krishna,director,
CSRK,Nallabbai Tellammai,2009,nani-krishna,Nani Krishna,director,
BHNU,Needaleni Aadadhi,2009,manish,Manish,director,
BJLW,Neelo Naalo,2009,nandu,Nandu,director,
AWVM,Nene Mukhya Mantri Naithe,2009,narendra-naidu,Narendra Naidu,director,
BFAE,Nenu Devudni,2009,bala,Bala,director,
BFUE,Neramu Siksha,2009,vijayanirmala,Vijayanirmala,director,
BJMW,Nijamga Nuvve Gurthosthunnavu,2009,manjoor,Manjoor,director,
BHSY,Ningi Nela Naadhe,2009,feng-zhenzhi,Feng Zhenzhi,director,
BFAB,Ninnu Kalisaka,2009,k-siva-nageswara-rao,K. Siva Nageswara Rao,director,
BJXH,Nirnayam,2009,k-m-ratnam,K.M. Ratnam,director,
BGDV,Original,2009,vikas-vadhiraj,Vikas Vadhiraj,director,
AWWB,Oy,2009,anand-ranga,Anand Ranga,director,
BERP,Padhaharella Vayasu,2009,sri-surya,Sri Surya,director,
BGST,Pandugadu,2009,d-rajendrababu,D. Rajendrababu,director,
BIUF,Pistha,2009,saba-ayyappan,Saba Ayyappan,director,
BIBS,Police Adhikari,2009,ramu,Ramu,director,
CSSG,Police Style,2009,devarapalli,Devarapalli,director,
AWWR,Posani Gentleman,2009,posani-krishna-murali,Posani Krishna Murali,director,
CSSH,Prahlad,2009,rakesh-prasad,Rakesh Prasad,director,
BDSY,Pranali,2009,hridesh-kamble,Hridesh Kamble,director,
AWWU,Pravarakyudu,2009,madan,Madan,director,
AWWV,Prayanam,2009,chandrasekhar-yeleti,Chandrasekhar Yeleti,director,
BJZD,Preminche Manasu,2009,madan-t-jawahar,Madan T. Jawahar,director,
BJCF,Preminche Rojullo,2009,vishwaprasad,Vishwaprasad,director,
AWXB,Punnami Nagu,2009,a-kodandarami-reddy,A. Kodandarami Reddy,director,
BHHU,Putrudu,2009,sravan-bapatla,Sravan Bapatla,director,
AWXD,Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,shashanka-ghosh,Shashanka Ghosh,director,
BJZO,Rajadhi Raja,2009,shakthi-chidambaram,Shakthi Chidambaram,director,
AWXK,Rajavari Chepala Cheruvu,2009,posani-krishna-murali,Posani Krishna Murali,director,
AWXL,Raju Maharaju,2009,durga-shankarnath,Durga Shankarnath,director,
BJZS,Ranadheera,2009,benny-chan,Benny Chan,director,
BIRD,Rathri,2009,bhanu-kiran-challa,Bhanu Kiran Challa,director,
AWXP,Rechipo,2009,paruchuri-murali,Paruchuri Murali,director,
AWXV,Ride,2009,ramesh-varma,Ramesh Varma,director,
AYAA,Rs 999 Matrame,2009,pars-mahendar,Pars Mahendar,director,
BKAB,Sachin,2009,john-mahendran,John Mahendran,director,
AWYM,Saleem,2009,y-v-s-chowdary,Y.V.S. Chowdary,director,
AWYO,Samardhudu,2009,arjun-reddy,Arjun Reddy,director,
AWYS,Samrajyam,2009,veeru-dwait,Veeru Dwait,director,
CSTO,Sarai veeraju,2009,d-s-kannan,D.S. Kannan,director,
BDMI,Sarayi Veerraju,2009,d-s-kannan,D.S. Kannan,director,
BJFZ,Sarpayagam,2009,anbu,Anbu,director,
AWZB,Sasirekha Parinayam,2009,krishna-vamsi,Krishna Vamsi,director,
BIHE,Satyam IPS,2009,vinayan,Vinayan,director,
AWZD,Satyameva Jayathe,2009,jeevita-rajasekhar,Jeevita Rajasekhar,director,
BELH,Seenugadu Maha Mudhuru,2009,g-bhupathi-pandian,G. Bhupathi Pandian,director,
AWYX,Shankam,2009,siva,Siva,director,
CSTV,Shanthi,2009,ballem-venu-madhav,Ballem Venu Madhav,director,
BJFL,Shh,2009,hari-charan-prasad,Hari Charan Prasad,director,
AWZO,Siddam,2009,j-d-chakravarthy,J.D. Chakravarthy,director,
AWZY,Snehithuda,2009,satyam-bellamkonda,Satyam Bellamkonda,director,
BEAU,Soldier,2009,vijayanirmala,Vijayanirmala,director,
AXAD,Sontha Vooru,2009,p-sunil-kumar-reddy,P. Sunil Kumar Reddy,director,
BDOF,Srisailam,2009,k-s-nageswara-rao,K.S. Nageswara Rao,director,
AWDN,Subham,2009,g-sivaprasad-reddy,G. Sivaprasad Reddy,director,
BIBL,Sunami 7x,2009,m-a-chowdary,M.A. Chowdary,director,
BGIA,Sweet Heart,2009,j-akash,J. Akash,director,
BFPS,Target,2009,ramesh-raja,Ramesh Raja,director,
BHNJ,Terminator Salvation,2009,mc-g,Mc G,director,
BJQF,Thaali Kadithe 90 Kotlu,2009,kedari-suribabu,Kedari Suribabu,director,
BHYL,Thoota,2009,selva,Selva,director,
BHJL,Udrekam,2009,sumith,Sumith,director,
BHVK,Underworld,2009,petrik-tatolus,Petrik Tatolus,director,
BIHG,Vaade Kavali,2009,rajendra-dharshan,Rajendra Dharshan,director,
BJDZ,Veedokkade,2009,k-v-anand,K.V. Anand,director,
BIHS,Vengamamba,2009,p-uday-bhaskar,P. Uday Bhaskar,director,
BJNP,Venkatadri,2009,v-samudra,V. Samudra,director,
BKBY,Veta,2009,pamu-srinu,Pamu Srinu,director,
BGBK,Vikram Rathod,2009,a-venkatesh,A. Venkatesh,director,
AXCJ,Village Lo Vinayakudu,2009,saikiran-adivi,Saikiran Adivi,director,
BJHG,Vooha Chitram,2009,satya,Satya,director,
BIDL,Vyapari,2009,shakthi-chidambaram,Shakthi Chidambaram,director,
BJAF,Wish Master Bhuloka Rakshasudu,2009,robert-kurtzman,Robert Kurtzman,director,
BEOZ,1920 Gayatri,2010,vikram-bhatt,Vikram Bhatt,director,
BDDM,1940 lo Oka Gramam,2010,narasimha-nandi,Narasimha Nandi,director,
BEGK,1977,2010,g-n-dinesh-kumar,G.N. Dinesh Kumar,director,
CSWW,Aaha yentha andam,2010,jaya-murugan,Jaya Murugan,director,
