film_id,title,year,decade,genres,director,cast,synopsis,language,country,poster_url,source_url,plot
UPL,Chandipriya,1980,1980s,,V. Madhusudhana Rao,,,Telugu,India,/static/posters/UPL.jpg,https://indiancine.ma/UPL/info,
UPQ,Chesina Basalu,1980,1980s,,K.S.R. Doss,,"Guest Appearance: Kaikala Satyanarayana, Mada",Telugu,India,/static/posters/UPQ.jpg,https://indiancine.ma/UPQ/info,
BHCK,Chukkallo Chandrudu,1980,1980s,,C.S. Rao,,,Telugu,,/static/posters/BHCK.jpg,https://indiancine.ma/BHCK/info,
UQC,Chuttalunnaru Jagratha,1980,1980s,,B.V. Prasad,,,Telugu,India,/static/posters/UQC.jpg,https://indiancine.ma/UQC/info,
BDEY,Cinema Pitchodu,1980,1980s,,Y. Eshwar Reddy,,,Telugu,India,/static/posters/BDEY.jpg,https://indiancine.ma/BDEY/info,
UQD,Circus Ramudu,1980,1980s,,Dasari Narayana Rao,,,Telugu,India,/static/posters/UQD.jpg,https://indiancine.ma/UQD/info,
BEFQ,Dappu Sai Gadu,1980,1980s,,R.K. Bathula,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BEFQ/info,
UQR,Devudichina Koduku,1980,1980s,,K.S.R. Doss,,,Telugu,India,/static/posters/UQR.jpg,https://indiancine.ma/UQR/info,
BINA,Dhagakorulu,1980,1980s,,R. Pattabhi Raman (Pattu),,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BINA/info,
UQU,Dharma Chakram,1980,1980s,,P. Lakshmi Deepak,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/UQU/info,
UQW,Dharmam Dari Thappithe,1980,1980s,,Srinivas Reddy,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/UQW/info,
BDXY,Dr Madhu,1980,1980s,,M.R. Nag,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BDXY/info,
URI,Edantastula Meda,1980,1980s,,Dasari Narayana Rao,,,Telugu,India,/static/posters/URI.jpg,https://indiancine.ma/URI/info,
BDXB,Endaro Mahanubavulu,1980,1980s,,Panyam Jaychandra Mouli,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/BDXB/info,
BDYZ,Eswara Mahatyam,1980,1980s,,,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BDYZ/info,
USA,Gandharagolam,1980,1980s,,Singeetham Srinivasa Rao,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/USA/info,
USG,Gayyali Gangamma,1980,1980s,,Bheeram Mastan Rao,,,Telugu,India,/static/posters/USG.jpg,https://indiancine.ma/USG/info,
USK,Gharana Donga,1980,1980s,,K. Raghavendra Rao,,,Telugu,India,/static/posters/USK.jpg,https://indiancine.ma/USK/info,
USN,Gopalrao Gari Ammayi,1980,1980s,,K. Vasu,,,Telugu,India,/static/posters/USN.jpg,https://indiancine.ma/USN/info,
USV,Guru,1980,1980s,,I.V. Sasi,,,Telugu,India,/static/posters/USV.jpg,https://indiancine.ma/USV/info,
USW,Gutiloni Ramachilaka,1980,1980s,,Ram Mohan Rao Gullapalli,,,Telugu,India,/static/posters/USW.jpg,https://indiancine.ma/USW/info,
USZ,Hare Krishna Hello Radha,1980,1980s,,C.V. Sridhar,,,Telugu,India,/static/posters/USZ.jpg,https://indiancine.ma/USZ/info,
UTP,O Inti Bhagotham,1980,1980s,,Devadas Kanakala,,,Telugu,India,/static/posters/UTP.jpg,https://indiancine.ma/UTP/info,
BGUP,Janma Hakku,1980,1980s,,C.V. Sridhar,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BGUP/info,
BHRX,Janthu Prapancham,1980,1980s,,,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BHRX/info,
UUD,Jathara,1980,1980s,,Davala Satyam,,,Telugu,India,/static/posters/UUD.jpg,https://indiancine.ma/UUD/info,
BFWX,Jeevitha Chakram,1980,1980s,,K. Bhagyaraj,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/BFWX/info,
AMNL,Kaalrathiri,1980,1980s,,,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/AMNL/info,
UUW,Kaksha,1980,1980s,,V.C. Guhanathan,,,Telugu,India,/static/posters/UUW.jpg,https://indiancine.ma/UUW/info,
BIFY,Kala Chedirindi,1980,1980s,,Kodali Gopal Rao,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BIFY/info,
AMNK,Kali,1980,1980s,,I.V. Sasi,,,Telugu,India,/static/posters/AMNK.jpg,https://indiancine.ma/AMNK/info,
UVD,Kaliyuga Ravanasurudu,1980,1980s,,Bapu,,Child Artist: Tulasi Sivamani,Telugu,India,/static/posters/UVD.jpg,https://indiancine.ma/UVD/info,
UVG,Kalyana Chakravarthy,1980,1980s,,M.S. Kota Reddy,,,Telugu,India,/static/posters/UVG.jpg,https://indiancine.ma/UVG/info,
UVH,Kalyana Jyothi,1980,1980s,,G. Ganesh,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/UVH/info,
BCFD,Kalyana Ramudu,1980,1980s,,G.N. Rangarajan,,"This film is dubbed from Tamil film ""Kalyanaraman (1979)"".",Telugu,India,/static/posters/BCFD.jpg,https://indiancine.ma/BCFD/info,
BIKL,Kanakamaalakshmi,1980,1980s,,Madan Mohan,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/BIKL/info,
UVY,Ketugadu,1980,1980s,,Dasari Narayana Rao,,,Telugu,India,/static/posters/UVY.jpg,https://indiancine.ma/UVY/info,
UWE,Kiladi Krishnudu,1980,1980s,,Vijayanirmala,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/UWE/info,
UWH,Kodallosthunnaru Jagratha,1980,1980s,,Katta Subbarao,,,Telugu,India,/static/posters/UWH.jpg,https://indiancine.ma/UWH/info,
BESE,Konda Raju Koya Pilla,1980,1980s,,,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BESE/info,
UWL,Kontemogudu Penkipellam,1980,1980s,,Katta Subbarao,,,Telugu,India,/static/posters/UWL.jpg,https://indiancine.ma/UWL/info,
UWN,Kothapeta Rowdy,1980,1980s,,Parvataneni Sambasiva Rao,,,Telugu,India,/static/posters/UWN.jpg,https://indiancine.ma/UWN/info,
BHTU,Kukka,1980,1980s,,Kadiyala Sivaramaiah,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BHTU/info,
UXD,Love In Singapore,1980,1980s,,O.S.R. Anjaneyulu,,,Telugu,India,/static/posters/UXD.jpg,https://indiancine.ma/UXD/info,
TZI,Maa Bhoomi,1980,1980s,Drama,Goutam Ghosh,,"Set during one of India’s main peasant risings, the Telangana insurrection between 1945 and 1951 in the pre-Independence state of Hyderabad, the Bengali director’s first feature tells the story of Chander’s best-known novel ( Jab Khet Jaage (1948)) from the peasant’s point of view. A young peasant, Ramiah, rebels against the corrupt rule of the nizam, and when his girlfriend has to submit to the potentate’s sexual coercion, Ramiah leaves. He befriends a Marxist activist (the rising was CPI-inspired) and participates in the Independence struggle. When the peasants take over the village after Independence, their anger boils over and they perpetrate a massacre. In 1948 the Indian army marched into Hyderabad and suppressed the rising. Many of the ousted landlords returned to power by becoming Congress officials, so that the peasants had to face the same struggle all over again. The film is made in a documentary style inspired by Latin American political cinema but also uses Indian folk idioms such as the Burrakatha style (cf. the political education sequence with the union leader Maqbool). The film’s view of the rising is mostly an uncritical one, esp. in comparison with recent analyses by historians sympathetic to political groups currently working in Telangana.",Telugu,India,/static/posters/TZI.jpg,https://indiancine.ma/TZI/info,
UXE,Maa Inti Devatha,1980,1980s,,B. Padmanabam,,,Telugu,India,/static/posters/UXE.jpg,https://indiancine.ma/UXE/info,
UXI,Madhana Manjari,1980,1980s,,B. Vittalacharya,,,Telugu,India,/static/posters/UXI.jpg,https://indiancine.ma/UXI/info,
UXK,Mahalakshmi,1980,1980s,,Raja Chandra,,,Telugu,India,/static/posters/UXK.jpg,https://indiancine.ma/UXK/info,
UXL,Mahasakthi,1980,1980s,,Kommineni,,,"Telugu, Hindi",,/static/posters/UXL.jpg,https://indiancine.ma/UXL/info,
UXS,Mama Allulla Sawal,1980,1980s,,K.S.R. Doss,,,Telugu,India,/static/posters/UXS.jpg,https://indiancine.ma/UXS/info,
CKBR,Manavude Mahaneeyudu,1980,1980s,,,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/CKBR/info,
UXV,Manavudu Mahaniyudu,1980,1980s,,P. Chandrasekhara Reddy,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/UXV/info,
BIOK,Manavulu Mamathalu,1980,1980s,,"Chandra, Srinivas",,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BIOK/info,
SKG,Manchini Penchali,1980,1980s,,Tripuraneni Maharadhi,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/SKG/info,
UXW,Mangala Gowri,1980,1980s,,Giridhar,,,Telugu,India,/static/posters/UXW.jpg,https://indiancine.ma/UXW/info,
BDFH,Maro Janma,1980,1980s,,Chakrapani,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/BDFH/info,
BJGY,Maro Prema Katha,1980,1980s,,S.P. Muthuraman,,"This film is dubbed from Tamil film ""Oru Oodhappu Kan Simittugiradhu (1976)"".",Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BJGY/info,
UYK,Mayadari Krishnudu,1980,1980s,,R. Thyagarajan,,,Telugu,India,/static/posters/UYK.jpg,https://indiancine.ma/UYK/info,
BEIL,Mayadari Manushulu,1980,1980s,,S.P.R. Prasad,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BEIL/info,
RQB,Mayavi,1980,1980s,,Rajakumar,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/RQB/info,
BGLY,Menatha Kuthuru,1980,1980s,,Kommineni Seshagiri Rao,,,Telugu,India,/static/posters/BGLY.jpg,https://indiancine.ma/BGLY/info,
BICI,Modati Rathri,1980,1980s,,M.V. Narayana Rao,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BICI/info,
UYW,Mogudu Kavali,1980,1980s,,Katta Subbarao,,,Telugu,India,/static/posters/UYW.jpg,https://indiancine.ma/UYW/info,
UYX,Mohanaragam,1980,1980s,,Y.R. Babu,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/UYX/info,
UYY,Moodu Mulla Bandham,1980,1980s,,Muthyala Subbaiah,,,Telugu,India,/static/posters/UYY.jpg,https://indiancine.ma/UYY/info,
UZA,Moogaku Matosthe,1980,1980s,,V. Madhusudhana Rao,,,Telugu,India,/static/posters/UZA.jpg,https://indiancine.ma/UZA/info,
BCFG,Mosagadu,1980,1980s,,K. Raghavendra Rao,,,Telugu,India,/static/posters/BCFG.jpg,https://indiancine.ma/BCFG/info,
UZG,Mr Rajini Kanth,1980,1980s,,K.S.R. Doss,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/UZG/info,
BHGX,Muthyala Pandiri,1980,1980s,,V. Somanathan,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BHGX/info,
UZQ,Naga Malli,1980,1980s,,Devadas Kanakala,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/UZQ/info,
UZR,Nakili Manishi,1980,1980s,,S.D. Lal,,,Telugu,India,/static/posters/UZR.jpg,https://indiancine.ma/UZR/info,
BIGX,Navvuthu Brathakali,1980,1980s,,P. Chandrasekhara Reddy,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BIGX/info,
VAA,Nayakudu Vinayakudu,1980,1980s,,K. Pratyagatma,,,Telugu,India,/static/posters/VAA.jpg,https://indiancine.ma/VAA/info,
VAH,Nijam,1980,1980s,,Devadas Kanakala,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/VAH/info,
VAI,Nippulanti Nijam,1980,1980s,,K. Raghavendra Rao,,,Telugu,India,/static/posters/VAI.jpg,https://indiancine.ma/VAI/info,
VAM,Oka Naati Rathri,1980,1980s,,Paluvayi Bhanumathi,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/VAM/info,
BFWQ,Pagadala Padava,1980,1980s,,U.V. Babu,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BFWQ/info,
BHVF,Pancha Kalyani,1980,1980s,,N.S. Raja,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BHVF/info,
ABFE,Parijatham,1980,1980s,,T. Madhava Rao,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/ABFE/info,
VBQ,Pasidi Moggalu,1980,1980s,,K. Durga Nageswara Rao,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/VBQ/info,
BIOG,Pasupu Parani,1980,1980s,,K. Durga Nageswara Rao,,,Telugu,India,/static/posters/BIOG.jpg,https://indiancine.ma/BIOG/info,
CKBZ,Pasupu Thadu,1980,1980s,,Balaiah M.,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/CKBZ/info,
BCFH,Patagadu,1980,1980s,,R. Thyagarajan,,Guest Appearance : Rajnikant,Telugu,India,/static/posters/BCFH.jpg,https://indiancine.ma/BCFH/info,
BEPK,Pathala Mohini,1980,1980s,,Nagaraj,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BEPK/info,
BEBN,Patnam Pilla,1980,1980s,,K. Satyam (Editor),,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BEBN/info,
VBY,Pelligola,1980,1980s,,Katta Subbarao,,,Telugu,India,/static/posters/VBY.jpg,https://indiancine.ma/VBY/info,
VCD,Pilla Zamindar,1980,1980s,,Singeetham Srinivasa Rao,,,Telugu,India,/static/posters/VCD.jpg,https://indiancine.ma/VCD/info,
BGHK,Pilot Premnath,1980,1980s,,A.C. Trilokchandar,,"This film is dubbed from Tamil film ""Pilot Premnath (1978)"".",Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BGHK/info,
VCJ,Podarillu,1980,1980s,,M.S. Kota Reddy,,,Telugu,India,/static/posters/VCJ.jpg,https://indiancine.ma/VCJ/info,
BEGT,Poratam,1980,1980s,,Devaraj-Mohan,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/BEGT/info,
VCM,Prathibimbalu,1980,1980s,,"Singeetham Srinivasa Rao, Rajendra Kumar",,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/VCM/info,
VCP,Prema Tharangalu,1980,1980s,"Action, Family, Drama",S.P. Chittibabu,,"Child Artist: Tulasi Sivamani Orphaned and abused at a very young age, a young boy, Vijay struggles to make a living by slaving day and night, working in the house of a wealthy man named Ranga Rao (Kanta Rao). Ranga Rao does not like him. It is later revealed that another orphan had taken advantage of his kindness in the past, hence his animosity. Ranga Rao's young daughter Sujata, however, empathizes with the boy and they form a friendship. Eventually, he is adopted by a woman (Savitri) who also works for Ranga Rao. On the occasion of Sujata's birthday, Vijay who promised to replace one of her dolls which he had broken, steals an expensive doll from a shop to give as a gift. However, Ranga Rao refuses to let the boy attend the party and when Vijay breaks into Sujata's room to deliver the doll he is caught and accused of trying to rob the house. He and his mother are banished from Ranga Rao's home. Shortly thereafter, the mother dies, leaving young Vijay with the responsibility of looking after her daughter. As Vijay is crying in the graveyard, a fakir comes to him and asks him to embrace the woes of life and find happiness in sadness, for then he would become the conqueror of fate. A grown up Vijay (Krishnam Raju) has amassed a fortune by turning in smuggled goods to the police and receiving the reward payouts. With all his wealth, he has managed to build an impressive house for himself along with setting up a profitable business. Vijay still has not forgotten Sujata (Sujatha) from his childhood. She and her father have fallen on hard times, and Vijay is anonymously supporting them. Eventually, he gets up the nerve to try to talk to Sujata, but she still believes that he betrayed her family, and she snubs him. Vijay is upset by the refusal and becomes a heavy drinker. He also visits Jaya Sudha's brothel on a regular basis. One night, in the bar Vijay meets up with Kumar (Chiranjeevi) and a friendship, is formed between them when Kumar risks his own life to save Vijay from a bomb blast. Vijay introduces Kumar to Ranga Rao and the two begin to work together. Jaya eventually falls in an unrequited love with Vijay, and this in turn angers Gangulu (Kaikala Satyanarayana), a hardcore criminal who loves Jaya and will kill anyone who lays an eye on her. Upon finding that Vijay is frequently visiting Jaya, Gangulu confronts Vijay and in the ensuing fight is thrashed by him. He swears to kill Vijay. Sujata discovers Vijay's kindness to her family and goes to thank him. Encouraged, Vijay tries to profess his love to Sujatha through a love letter. Because Vijay himself is illiterate, Kumar transcribes the letter for him, but the plan backfires when Sujata mistakes the letter as actually being from Kumar. Kumar, unaware that Sujata is the girl Vijay loves, reciprocates her love, and the two begin to date. Vijay, upon learning this, struggles with his emotions but decides he must sacrifice his love for the sake of his friendship with Kumar. Kumar and Sujata plan to marry. Vijay's visits to Jaya have hampered his reputation, and the upcoming marriage of his sister is at risk of being canceled over his behavior. Kumar, knowing Vijay don't change, visits Jaya and offers to pay her if she abandons Vijay. Jaya, upon learning the reason, promises Kumar that she would sooner die than let Vijay visit her again. Later, Vijay arrives at Jaya's brothel and she refuses to let him in. Vijay demands entry and when Jaya is unable to stop him she kills herself by swallowing a diamond and dies in his arms. Gangulu, in the meanwhile, has formed an alliance with Vijay's arch enemy and upon learning of Jaya's death hatches a plan to destroy Vijay and his family. Sujata and Vijay's sister are preparing for their weddings; the goons kidnap Vijay's sister but Kumar follows them and rescues her. Gangulu kidnaps Sujata, but Vijay follows him. He rescues Sujata and sends her home while he fights Gangulu. In the final battle, both Gangulu and Vijay are mortally wounded and Vijay tells Gangulu that he never loved Jaya. Gangulu feels regret and dies. A dying Vijay reaches the wedding of Sujata and Kumar. Just as the wedding ceremony is completed, Vijay collapses. His dying words inadvertently reveal his love for Sujata and he dies.",Telugu,India,/static/posters/VCP.jpg,https://indiancine.ma/VCP/info,
AMOM,Punnami Nagu,1980,1980s,,Rajasekhar,,,Telugu,India,/static/posters/AMOM.jpg,https://indiancine.ma/AMOM/info,
BFJN,Radha,1980,1980s,,,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BFJN/info,
VDA,Ragile Hrudayalu,1980,1980s,,M. Mallikarjun Rao,,,Telugu,India,/static/posters/VDA.jpg,https://indiancine.ma/VDA/info,
UFK,Rajadhi Raju,1980,1980s,,Bapu,,,Telugu,India,/static/posters/UFK.jpg,https://indiancine.ma/UFK/info,
VDH,Raktha Bandham,1980,1980s,,Aluri Ravi,,,Telugu,India,/static/posters/VDH.jpg,https://indiancine.ma/VDH/info,
VDL,Ram Robert Raheem,1980,1980s,,Vijayanirmala,,,Telugu,India,/static/posters/VDL.jpg,https://indiancine.ma/VDL/info,
WZL,Ramayanamlo Pidakala Veta,1980,1980s,,Raja Chandra,,,Telugu,India,/static/posters/WZL.jpg,https://indiancine.ma/WZL/info,
VDR,Ramudu Parasuramudu,1980,1980s,,M.S. Gopinath,,,Telugu,India,/static/posters/VDR.jpg,https://indiancine.ma/VDR/info,
BEAP,Rangula Needa,1980,1980s,,Purushotham,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/BEAP/info,
BFHD,Rojulu Marali,1980,1980s,,Devadas Kanakala,,,Telugu,,/static/placeholder_poster.svg,https://indiancine.ma/BFHD/info,
VEA,Rowdy Ramudu Konte Krishnudu,1980,1980s,,K. Raghavendra Rao,,,Telugu,India,/static/posters/VEA.jpg,https://indiancine.ma/VEA/info,
VFP,Sabhash Maruthi,1980,1980s,,K. Narayanan,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/VFP/info,
VEM,Samadhi Kaduthunnam Chandalivandi,1980,1980s,,Goona Nagendra Prasad,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/VEM/info,
VEO,Samsara Bandam,1980,1980s,,Boina Subbarao,,,Telugu,india,/static/placeholder_poster.svg,https://indiancine.ma/VEO/info,
VEP,Sandhya,1980,1980s,,A. Kodandarami Reddy,,,Telugu,India,/static/posters/VEP.jpg,https://indiancine.ma/VEP/info,
UGO,Sangham Chekkina Silpalu,1980,1980s,,Vijayanirmala,,,Telugu,India,/static/posters/UGO.jpg,https://indiancine.ma/UGO/info,
UHG,Sankarabharanam,1980,1980s,Musical,K. Vishwanath,,"Child Artist: Tulasi Sivamani Vishwanath’s musical hit is often presented as the film that transformed the Telugu film industry in the 80s. It borrows extensively from classical Carnatic music to tell the story of a relationship between a Carnatic guru and a prostitute. The prostitute Ratnaprabha (Bhargavi) runs away from home and is reluctantly accepted as a student, which brings the guru Shankara Sastry (Somayajulu) into social disrepute. When Ratnaprabha is forced to return to her ancestral vocation, she murders her customer but nevertheless finds herself pregnant. She gives birth to a son (Tulasi), who now studies under the guru although they are ostracised. Eventually Ratnaprabha becomes rich and she builds an auditorium in the name of her guru. During the opening performance, he has a heart attack and the son replaces the guru on stage, extending the tradition. It is the first Telugu film to attempt a redefinition of mass culture, using calendar-art aesthetics in several garish dance sequences by Manju Bhargavi - many of them in front of temples - and classical music (the guru out-shouts the rock music created by his detractors). Successful mainly for its anti-Tamil and anti- North view of an indigenist Telugu classicism (cf. G.V. Iyer’s work in Kannada at the same time), spawning a whole genre: cf. Bapu’s Thyagayya (1981), Dasari Narayana Rao’s Megha Sandesam (1982), Singeetham Srinivasa Rao’s Sangeetha Samrat (1984), Vamsy’s Sitara (1984) and Vishwanath’s own sequels Sagara Sangamam (1983) and Swati Muthyam (1985). Somayajulu later played many similar roles, his presence being enough to invoke the Shankarabharanam legacy. Vishwanath remade his Telugu film in Hindi as Sur Sangam (1985) with Girish Karnad and Jayapradha.",Telugu,India,/static/posters/UHG.jpg,https://indiancine.ma/UHG/info,
VER,Sannayi Appanna,1980,1980s,,P. Lakshmi Deepak,,,Telugu,India,/static/posters/VER.jpg,https://indiancine.ma/VER/info,
VFU,Santhi,1980,1980s,,P.V. Satyanarayana Rao,,,Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/VFU/info,
VFV,Sarada Ramudu,1980,1980s,,K. Vasu,,,Telugu,India,/static/posters/VFV.jpg,https://indiancine.ma/VFV/info,
VEV,Sardar Paparayudu,1980,1980s,,Dasari Narayana Rao,,,Telugu,,/static/posters/VEV.jpg,https://indiancine.ma/VEV/info,
VEZ,Satyavanthudu,1980,1980s,,P.G. Vishwambaran,,"This film is dubbed from Tamil film ""Satyavan Savithri (1977)"".",Telugu,India,/static/placeholder_poster.svg,https://indiancine.ma/VEZ/info,
