person_id,person_name,role,film_count,known_for
s-p-r-prasad,S.P.R. Prasad,director,1,BEIL
s-r-armugam,S.R. Armugam,director,1,BEIN
s-r-charan-reddy,S.R. Charan Reddy,director,1,BIBQ
s-r-pinisetty,S.R. Pinisetty,director,1,JPX
s-r-prabhakaran,S.R. Prabhakaran,director,1,BIXO
s-r-puttanna-kanagal,S.R. Puttanna Kanagal,director,6,"LSC, NWK, BHPF, BEKY, BDZD"
s-r-selva-raj,S.R. Selva Raj,director,1,CQJT
s-s-balan,S.S. Balan,director,4,"OYC, PSF, QRB, ROU"
s-s-david,S.S. David,director,2,"BJKW, BFPW"
s-s-devadas,S.S. Devadas,director,1,PZB
s-s-dharwadkar,S.S. Dharwadkar,director,1,BGPR
s-s-kanchi,S.S. Kanchi,director,2,"COSY, BYBR"
s-s-kumar,S.S. Kumar,director,1,AXNN
s-s-nivas,S.S. Nivas,director,1,AVGA
s-s-raj-mitran,S.S. Raj Mitran,director,1,BGZF
s-s-rajamouli,S.S. Rajamouli,director,11,"ARXD, ASYZ, ATOC, ATTL, AUVP"
s-s-ravi-chandra,S.S. Ravi Chandra,director,10,"AATO, ABZE, ACJX, ADDU, ADMK"
s-s-ravi-kumar,S.S. Ravi Kumar,director,1,BISX
s-s-reddy,S.S. Reddy,director,2,"ADPF, BDLM"
s-s-selva,S.S. Selva,director,1,BFCQ
s-s-stanley,S.S. Stanley,director,4,"CQED, BDSK, BEXL, BKAX"
s-s-vasan,S.S. Vasan,director,1,BDJR
s-s-vikram-gandhi,S.S. Vikram Gandhi,director,2,"BIYJ, AWBC"
s-s-k-shankar,S.S.K. Shankar,director,1,BDXX
s-s-r-sharma,S.S.R. Sharma,director,1,NBH
s-s-v-prasad-lakkana,S.S.V. Prasad Lakkana,director,1,BDLI
s-t-raja,S.T. Raja,director,1,AGKI
s-v-krishna-reddy,S.V. Krishna Reddy,director,40,"AOKI, AHZC, AIDV, AIVV, AJAQ"
s-v-rajendra-singh-babu,S.V. Rajendra Singh Babu,director,9,"BDHF, BING, BIKK, BGAK, ACIJ"
s-v-ramanan,S.V. Ramanan,director,1,BDWS
s-v-ramanarao,S.V. Ramanarao,director,1,BHJS
s-v-rangarao,S.V. Rangarao,director,2,"MJL, MUU"
s-v-sateesh,S.V. Sateesh,director,1,BTWV
s-v-suresh,S.V. Suresh,director,1,BOTR
s-v-s-ramarao,S.V.S. Ramarao,director,2,"DQW, GLV"
sa-baskaran,Sa Baskaran,director,1,CZHG
saana-yadhireddy,Saana Yadhireddy,director,5,"APEK, BEYR, BGIT, ARWF, BHYI"
saba-ayyappan,Saba Ayyappan,director,1,BIUF
sabhapati,Sabhapati,director,1,BEWV
sadasiva-rao-koya,Sadasiva Rao Koya,director,5,"AHEX, AHUZ, AIMB, AJEZ, APGU"
sadha,Sadha,director,1,BOHM
sadhu-kokila,Sadhu Kokila,director,2,"BGRQ, CTFF"
sagar,Sagar,director,20,"YAA, YLS, ZXT, AOHZ, AHFE"
sagar-chandra,Sagar Chandra,director,1,AZPG
sagar-k-chandra,Sagar K. Chandra,director,1,BKPL
sagar-r,Sagar R.,director,1,BRMC
sagar-sailesh,Sagar Sailesh,director,1,DAGB
sahaja-rao,Sahaja Rao,director,1,CGCY
sahana-h-s,Sahana H.S.,director,1,BXPE
sahithi,Sahithi,director,1,ANZK
sai,Sai,director,1,BDPK
sai-achyut-chinnari,Sai Achyut Chinnari,director,1,BSYB
sai-achyuth-chinnari,Sai Achyuth Chinnari,director,1,BDFX
sai-akshatha,Sai Akshatha,director,1,BKWO
sai-balaji,Sai Balaji,director,3,"ARJL, ARUR, BNNQ"
sai-bhanu,Sai Bhanu,director,1,BHTD
sai-datta,Sai Datta,director,2,"BOUL, BUII"
sai-ganesh,Sai Ganesh,director,1,BDNE
sai-karthik,Sai Karthik,director,1,BJGI
sai-kiran-adivi,Sai Kiran Adivi,director,1,CZVS
sai-kishore-macha,Sai Kishore Macha,director,1,BIVA
sai-krishna-k-v,Sai Krishna K.V.,director,1,CDMI
sai-mohan,Sai Mohan,director,2,"BIKW, BJRV"
sai-pradeep-mocherla,Sai Pradeep Mocherla,director,1,CDCF
sai-prakash,Sai Prakash,director,25,"BFUS, BJWE, BGQL, BEMU, AJFN"
sai-rajesh-neelam,Sai Rajesh Neelam,director,1,BPVJ
sai-ramani,Sai Ramani,director,1,BEAK
sai-raojee,Sai Raojee,director,1,TLS
sai-ravi,Sai Ravi,director,1,ARZT
sai-sagar,Sai Sagar,director,1,BFUR
sai-sathyam,Sai Sathyam,director,1,BYYG
sai-suneel-nimmala,Sai Suneel Nimmala,director,1,CHRC
sai-venkat,Sai Venkat,director,2,"BIEF, CRLA"
sai-k-prabhakar,Sai k Prabhakar,director,1,CDIX
saibaba-sagar,Saibaba Sagar,director,2,"BQZU, BVUF"
saikiran-adivi,Saikiran Adivi,director,3,"AWFS, AXCJ, BDRW"
saikrishna-mungara,Saikrishna Mungara,director,1,BFIM
saikumar-akema,Saikumar Akema,director,1,CZIV
saiman-west,Saiman West,director,1,BIXL
sairam-ijju,Sairam Ijju,director,1,CZAZ
sairam-shanthakumar,Sairam Shanthakumar,director,1,BIWD
sajid-kureshi,Sajid Kureshi,director,2,"BISY, BHTK"
saleem-baba,Saleem Baba,director,1,BIFP
salim-ahmed,Salim Ahmed,director,1,CWPN
sam-j-chaitanya,Sam J. Chaitanya,director,1,DBUC
sam-raimi,Sam Raimi,director,2,"BHDC, BIFW"
sambasiva-rao-cherukuri,Sambasiva Rao Cherukuri,director,2,"AUIT, BJQB"
sameer,Sameer,director,1,BHOO
sameer-kumar-divi,Sameer Kumar Divi,director,1,CCVZ
sameer-shaik,Sameer Shaik,director,1,BJAT
sami,Sami,director,2,"BHRF, BGJU"
sammad-mankad,Sammad Mankad,director,1,BIQX
sampath-nandi,Sampath Nandi,director,4,"AYGU, BALL, BIXP, CAGT"
sampath-rudra,Sampath Rudra,director,2,"CFAE, CXSA"
sampath-v-kumar,Sampath V. Kumar,director,1,BKUP
samudra-kani,Samudra Kani,director,5,"BEFH, BGPA, AYAI, BGZB, BJPN"
samudrala-raghavacharya,Samudrala Raghavacharya,director,3,"IOU, JKN, LAH"
samuel-bayer,Samuel Bayer,director,1,BEQE
samuel-sujeet-paul,Samuel Sujeet Paul,director,1,DBQW
sandeep-gunnam,Sandeep Gunnam,director,1,AWRS
sandeep-raj,Sandeep Raj,director,1,CWJZ
sandeep-reddy-vanga,Sandeep Reddy Vanga,director,1,BKVL
sangeet-sivan,Sangeet Sivan,director,4,"BIYH, BHLF, BDSZ, BGCR"
sanjana-reddy,Sanjana Reddy,director,1,BJRG
sanjay-gupta,Sanjay Gupta,director,1,BDBM
sanjay-kartik,Sanjay Kartik,director,1,CXJQ
sanjay-ram,Sanjay Ram,director,1,BFJE
sanjeev-k-kumar,Sanjeev K. Kumar,director,2,"BNKU, BNHL"
sanjeev-kumar,Sanjeev Kumar,director,1,CBDX
sanjeev-megoti,Sanjeev Megoti,director,1,BUID
sanjeev-reddy,Sanjeev Reddy,director,1,CWJL
sanjeeva,Sanjeeva,director,2,"BHEI, ATOB"
sankalp-reddy,Sankalp Reddy,director,2,"CCNQ, CDNO"
santana-bharathi,Santana Bharathi,director,3,"BDGO, BDNV, BDZM"
santhi-swaroop,Santhi Swaroop,director,1,BXJX
santhosh,Santhosh,director,2,"CGRD, DAGP"
santhosh-p-jayakumar,Santhosh P. Jayakumar,director,1,CXGP
santhossh-jagarlapudi,Santhossh Jagarlapudi,director,1,CHBO
santosh,Santosh,director,1,BIVL
santosh-eubulus,Santosh Eubulus,director,2,"BGCX, BXGC"
santosh-nelanti,Santosh Nelanti,director,1,BKRP
santosh-parlawar,Santosh Parlawar,director,3,"BGTV, BFPQ, BJAW"
santosh-sivan,Santosh Sivan,director,2,"BFOW, BJFD"
santosh-srinivas,Santosh Srinivas,director,3,"AYUC, BFNE, BQPZ"
sapan-kumar,Sapan Kumar,director,1,BHIN
sapan-pasuparthy,Sapan Pasuparthy,director,1,AXXG
saran,Saran,director,4,"BDHW, BEBP, BGME, BFRS"
sarath,Sarath,director,29,"AASQ, ABXM, ADKE, ADNS, ADRN"
saravana-subbaiah,Saravana Subbaiah,director,2,"BJSK, BHOC"
sardajmaan,Sardajmaan,director,1,BHNS
saren,Saren,director,1,BEVM
sargi-badron,Sargi Badron,director,1,BIBP
sarkar,Sarkar,director,1,BHYN
sarvabhowma-amanulla,Sarvabhowma-Amanulla,director,1,BERO
sarvottam-badhami,Sarvottam Badhami,director,2,"BAU, BBY"
sashi-kiran-tikka,Sashi Kiran Tikka,director,1,CERC
sasi,Sasi,director,5,"AQXD, BGKK, BFET, BINM, DASQ"
sasi-dir,Sasi (Dir),director,1,BFTA
sasi-camp,Sasi Camp,director,5,"BXOZ, BYAY, BYZG, CCIN, CGBZ"
sasi-mohan,Sasi Mohan,director,6,"BJSV, BHZY, BIPD, BHLY, BHDQ"
sasi-preetam,Sasi Preetam,director,2,"BGLX, BHQP"
sasi-shankar,Sasi Shankar,director,1,BHBG
sasidhar,Sasidhar,director,1,BDUE
sasikiran-narayana,Sasikiran Narayana,director,2,"BRLS, BIEX"
sasikumar,Sasikumar,director,1,AAJQ
sasisekhar,Sasisekhar,director,1,BHOY
sateesh-chandra-nadella,Sateesh Chandra Nadella,director,1,DBPX
sathish-kumar,Sathish Kumar,director,1,BSET
sathvik-thadakamalla,Sathvik Thadakamalla,director,1,CHGI
sathyan-anthikad,Sathyan Anthikad,director,2,"BJIP, BKWK"
sathyanarayana-ekari,Sathyanarayana Ekari,director,1,DAVT
sathyasiva,Sathyasiva,director,1,CFPJ
satish,Satish,director,1,AAJG
satish-bathula,Satish Bathula,director,1,DBQH
satish-chandra,Satish Chandra,director,3,"CULJ, BNGG, BTDI"
satish-chandrasekharan,Satish Chandrasekharan,director,1,BFNP
satish-karthikeya,Satish Karthikeya,director,1,BFFF
satish-kasetty,Satish Kasetty,director,3,"AWQF, BYGX, BHVR"
satish-kumar,Satish Kumar,director,2,"BGDC, BFHA"
satish-rai,Satish Rai,director,1,BIIZ
satish-vegesna,Satish Vegesna,director,6,"AVRU, CUOA, BJBD, BALQ, CCET"
satti-srinivasa-reddy,Satti Srinivasa Reddy,director,1,BNSY
satya,Satya,director,5,"AHEW, AJFI, BJHG, BNGO, BJFS"
satya-prabhas-pinisetty,Satya Prabhas Pinisetty,director,1,BGHW
satya-prasad,Satya Prasad,director,1,AOPN
satya-reddy,Satya Reddy,director,11,"AAUL, BFYQ, ACYN, ADIE, ADNY"
satya-varanasi,Satya Varanasi,director,1,BDKU
satyadeva,Satyadeva,director,1,BHST
satyam,Satyam,director,2,"AUTN, BGOG"
satyam-babu,Satyam Babu,director,1,ARMN
satyam-bellamkonda,Satyam Bellamkonda,director,2,"AWZY, BDPZ"
satyam-chollakoti,Satyam Chollakoti,director,1,BKWD
satyam-dwarapudi,Satyam Dwarapudi,director,1,AWAN
satyanarayana-dwarapudi,Satyanarayana Dwarapudi,director,1,BIQR
satyaraj,Satyaraj,director,1,BGVN
satyavarapu-venkateswararao,Satyavarapu Venkateswararao,director,1,BLAT
savithri-ganesan,Savithri Ganesan,director,4,"MVU, NHW, NLZ, OUF"
scott-stewart,Scott Stewart,director,1,BGAI
seegampatti-rajgopal,Seegampatti Rajgopal,director,1,ADSK
seeman,Seeman,director,2,"BGJE, BGQM"
seenu,Seenu,director,1,BGRC
seetaram,Seetaram,director,1,LAZ
sekhar-chandra,Sekhar Chandra,director,2,"BHCJ, BGCP"
sekhar-kammula,Sekhar Kammula,director,9,"ARCM, ATCP, AULL, AVCX, AXRV"
sekhar-kandula,Sekhar Kandula,director,1,BDEE
sekhar-raja,Sekhar Raja,director,1,BAST
sekhar-reddy,Sekhar Reddy,director,1,CWHN
sekhar-suri,Sekhar Suri,director,5,"ARZF, BFTQ, AWEL, BDBQ, BJEA"
sekhar-yalamanchi,Sekhar Yalamanchi,director,1,BJTE
selva,Selva,director,9,"BJBN, BGOS, BEZX, BILB, BJEE"
selva-kumar,Selva Kumar,director,1,BHBP
selva-raghavan,Selva Raghavan,director,6,"BFRY, BHXF, AUWL, BHSU, BEIU"
selva-vinayagam,Selva Vinayagam,director,1,BHJW
selvakannan,Selvakannan,director,1,CZQW
selvendran,Selvendran,director,1,AUPZ
sengutuvan,Sengutuvan,director,1,BILF
senri-char,Senri Char,director,1,BFYL
senthil-kumar,Senthil Kumar,director,2,"BJCP, BJGC"
senthilnathan,Senthilnathan,director,10,"BIFC, BFLV, BJUT, BJHD, BHBF"
seshu-m-j,Seshu M.J.,director,1,BRED
seth-stark,Seth Stark,director,1,AYNE
shafi,Shafi,director,1,ATZC
shaheed-kader,Shaheed Kader,director,1,BHCZ
shaheed-lal,Shaheed Lal,director,1,PHZ
shailesh-suvarna,Shailesh Suvarna,director,1,CABO
shaji,Shaji,director,1,BIEY
shaji-kailash,Shaji Kailash,director,18,"BGOI, BGIV, BGSM, BJSB, BDLC"
shaji-surendar,Shaji Surendar,director,1,BEUG
shajiyam,Shajiyam,director,1,BGLI
shajoon-kariyal,Shajoon Kariyal,director,1,BHQO
shakthi-chidambaram,Shakthi Chidambaram,director,6,"BJUU, BGIE, BHCY, BJZO, BIDL"
shakthi-paramesh,Shakthi Paramesh,director,1,BDLA
shakthi-soundar-rajan,Shakthi Soundar Rajan,director,1,BIPU
shakthi-kannan,Shakthi-Kannan,director,2,"BIMO, BJYV"
shakti-paramesh,Shakti Paramesh,director,1,CRVD
shamim-sarif,Shamim Sarif,director,1,BETF
shammeer-sultan,Shammeer Sultan,director,1,CZGT
shankar,Shankar,director,2,"BLAI, CWQN"
shankar-bhanu,Shankar Bhanu,director,1,DAFJ
shanmuga-priyan,Shanmuga Priyan,director,1,BEEW
shanmuga-raj,Shanmuga Raj,director,1,BDYN
shanmuga-srinivas,Shanmuga Srinivas,director,1,BHAZ
shanmugam,Shanmugam,director,1,BGBZ
shanthi-kumar,Shanthi Kumar,director,1,AUQL
shanthi-kumar-chilumula,Shanthi Kumar Chilumula,director,2,"AUMR, BHJE"
shanthilal-sony,Shanthilal Sony,director,1,KKJ
shantilal-soni,Shantilal Soni,director,2,"BJUA, BHHW"
sharan-koppisetty,Sharan Koppisetty,director,1,CFJD
shareef-sheik-baba,Shareef Sheik Baba,director,1,BQXA
sharma,Sharma,director,1,BDJK
sharrath-narwade,Sharrath Narwade,director,1,CGXW
shashank,Shashank,director,1,BIXF
shashank-mallojjala,Shashank Mallojjala,director,1,BYZN
shashanka-ghosh,Shashanka Ghosh,director,1,AWXD
shashi-pritam,Shashi Pritam,director,1,CQZL
shashikanth-ramawat,Shashikanth Ramawat,director,3,"CTVS, BNQJ, BPJN"
shekhar-chandra,Shekhar Chandra,director,1,CXLD
sheraz,Sheraz,director,1,BKVO
sheshu-valuva,Sheshu Valuva,director,1,BTYK
shiva-ganesh,Shiva Ganesh,director,1,DAMC
shiva-gangadhar,Shiva Gangadhar,director,1,CFYR
shiva-nirvana,Shiva Nirvana,director,2,"BKUF, CZCZ"
shiva-raj-kanumuri,Shiva Raj Kanumuri,director,1,BKOP
shiva-shakti-datta,Shiva Shakti Datta,director,1,AUZK
shiva-sri,Shiva Sri,director,1,BJBA
shiva-teja,Shiva Teja,director,1,CSHL
shivaji,Shivaji,director,4,"BHWY, BGGX, AVFE, BIEM"
shivakumar-bvr,Shivakumar Bvr,director,1,BYXD
shoban-rao,Shoban Rao,director,1,JDO
shree,Shree,director,1,BFJO
shree-ranjani,Shree Ranjani,director,1,BKZM
shreyas-kabadi,Shreyas Kabadi,director,1,DANZ
shridhar-marri,Shridhar Marri,director,1,BLAK
shyam-benegal,Shyam Benegal,director,1,AMGE
shyam-prasad,Shyam Prasad,director,3,"BGEY, AUTG, BNXU"
sibi-chakravarthy,Sibi Chakravarthy,director,1,BDZC
sibi-malayil,Sibi Malayil,director,6,"BGRF, BFFS, CRLL, BIAY, BHTW"
siddharth-anand,Siddharth Anand,director,2,"BGEJ, BKFS"
siddharth-thatholu,Siddharth Thatholu,director,2,"CDTM, CWOO"
siddheshwar-manoj,Siddheshwar Manoj,director,1,BPMZ
siddik,Siddik,director,1,AYWZ
siddik-sameer,Siddik Sameer,director,1,BJFX
siddique,Siddique,director,1,BISV
silambarasan,Silambarasan,director,1,BJDX
simbudevan,Simbudevan,director,4,"BJCB, BDRT, BIWE, BGKW"
simerjit-singh,Simerjit Singh,director,1,CHBN
simha-sri-midde,Simha Sri Midde,director,1,BEJF
singam-sudhakar-reddy,Singam Sudhakar Reddy,director,1,BELG
singampuli,Singampuli,director,1,BGGY
singeetham-srinivasa-rao,Singeetham Srinivasa Rao,director,39,"PEV, RGS, RHR, RRY, SAV"
siraj-kalla,Siraj Kalla,director,1,BAXF
sirumugai-ravi,Sirumugai Ravi,director,2,"AAFI, BFQQ"
sitarama-raju-dhanthuluri,Sitarama Raju Dhanthuluri,director,1,AYXB
sitaramaiah,Sitaramaiah,director,1,CDQB
siva,Siva,director,7,"BDKJ, AWDL, AWYX, AZUC, BPIW"
siva-chandran,Siva Chandran,director,4,"BIGW, BFEX, BFQF, BFTJ"
siva-ganapathi,Siva Ganapathi,director,1,BDNA
siva-ganesh,Siva Ganesh,director,2,"BTNU, BEDA"
siva-jonnalagadda,Siva Jonnalagadda,director,2,"BGCK, BFGB"
siva-nagareddy,Siva Nagareddy,director,1,BEAJ
siva-nageshwara-rao,Siva Nageshwara Rao,director,1,CCSV
siva-shakthi-datta,Siva Shakthi Datta,director,1,BEYL
siva-shankar,Siva Shankar,director,1,BFMJ
sivaji-prasad,Sivaji Prasad,director,1,BFLI
sivakumar,Sivakumar,director,1,AUJI
sival,Sival,director,1,BFDR
sivala-prabhakar,Sivala Prabhakar,director,1,BIUR
sivamani,Sivamani,director,7,"BFGT, BDME, BIRP, BFAD, BHII"
sivanagu,Sivanagu,director,4,"BDNH, BFPL, BJOW, BIZN"
sivanand-yalala,Sivanand Yalala,director,3,"BJBO, BFSX, BEVC"
sivaram,Sivaram,director,1,BHDP
sivaram-yadav,Sivaram Yadav,director,2,"BEOM, BGGT"
sngmoo-lee,Sngmoo Lee,director,1,BJIJ
sobha,Sobha,director,1,BFGD
sobhan,Sobhan,director,3,"ASAL, ATDY, ATPC"
sobhanadri-rao,Sobhanadri Rao,director,3,"IOE, JNG, JOR"
soma-vijay-prakash,Soma Vijay Prakash,director,1,ATCH
sonti-venkateswara-rao,Sonti Venkateswara Rao,director,1,BHRH
sonu,Sonu,director,2,"BSNY, BYSK"
sooraj-r-barjatya,Sooraj R. Barjatya,director,4,"BFKO, BISG, BIRY, BIKI"
soori,Soori,director,1,BFRG
souda,Souda,director,1,BEOU
soundarya-rajinikanth-ashwin,Soundarya Rajinikanth Ashwin,director,1,BGGR
sourabh-usha-narang,Sourabh Usha Narang,director,1,BJHZ
spencer-mathew,Spencer Mathew,director,1,CUXF
sravan,Sravan,director,1,AZCZ
sravan-bapatla,Sravan Bapatla,director,1,BHHU
sravan-gajabhinkar,Sravan Gajabhinkar,director,2,"CBCC, CWFX"
sravan-kumar-nalla,Sravan Kumar Nalla,director,1,BIMP
sravan-pandrangi,Sravan Pandrangi,director,1,BVPK
sravanth-gajula,Sravanth Gajula,director,1,BAIC
sree-harsha-konuganti,Sree Harsha Konuganti,director,1,CEWQ
sreedhar-k-rao,Sreedhar K Rao,director,2,"CDIS, DAAW"
sreekanth,Sreekanth,director,1,CHBH
sreekarababu,Sreekarababu,director,1,BKWF
sreekumaran-thampi,Sreekumaran Thampi,director,1,BHPB
sreenath-pulakuram,Sreenath Pulakuram,director,1,CYUS
sreenivas-mamilla,Sreenivas Mamilla,director,1,CFHQ
sreenivasa-reddy,Sreenivasa Reddy,director,1,BUPG
sreenu-vaitla,Sreenu Vaitla,director,2,"BSRY, CDLO"
sreerangam-satish-kumar,Sreerangam Satish Kumar,director,2,"CSLZ, CURN"
sri-aarun,Sri Aarun,director,1,BDOK
sri-chakravarthy,Sri Chakravarthy,director,2,"AEHZ, BITW"
sri-kishore,Sri Kishore,director,4,"CUVL, BFNO, BFBM, BKXS"
sri-mahesh,Sri Mahesh,director,1,BGRK
sri-mallikarjun,Sri Mallikarjun,director,1,BHVI
sri-mallikarjun-yeluri,Sri Mallikarjun Yeluri,director,1,AUPY
sri-paada-viswak,Sri Paada Viswak,director,1,CWNK
sri-pawar,Sri Pawar,director,1,CWGE
sri-praveen,Sri Praveen,director,1,BILX
sri-raju,Sri Raju,director,1,BEFJ
sri-ramulu-naidu,Sri Ramulu Naidu,director,1,GXZ
sri-surya,Sri Surya,director,1,BERP
sri-vamsi,Sri Vamsi,director,1,CAXH
sridev,Sridev,director,1,BFXD
sridhar,Sridhar,director,1,SPN
sridhar-allani,Sridhar Allani,director,2,"CSIY, CEBB"
sridhar-beecharaju,Sridhar Beecharaju,director,1,BEUE
sridhar-prasad,Sridhar Prasad,director,1,BGNK
sridhar-reddy,Sridhar Reddy,director,1,BBGA
sridhar-reddy-yarwa,Sridhar Reddy Yarwa,director,1,CGSE
srihari-nanu,Srihari Nanu,director,2,"AVKL, AYDT"
sriharsha-manda,Sriharsha Manda,director,1,DAHA
srikanth,Srikanth,director,2,"NDL, PCS"
srikanth-apos-sri-apos-appalaraju,Srikanth &apos;Sri&apos; Appalaraju,director,1,CEAJ
srikanth-addala,Srikanth Addala,director,5,"AVWE, BANT, BITP, BVVB, BHHC"
srikanth-appalaraju,Srikanth Appalaraju,director,1,BAUR
srikanth-banala,Srikanth Banala,director,1,CHRD
srikanth-chella,Srikanth Chella,director,1,BKUZ
srikanth-kandragula,Srikanth Kandragula,director,4,"CSZP, CTSH, CUNV, CUTP"
srikanth-lingod,Srikanth Lingod,director,1,BDCV
srikanth-nayar,Srikanth Nayar,director,1,BDZD
srikanth-polisetti,Srikanth Polisetti,director,1,DBIF
srikanth-vbr,Srikanth Vbr,director,4,"BVNL, CELR, CWOA, CWSQ"
srikanth-vemulapalli,Srikanth Vemulapalli,director,2,"BDNY, BFMI"
srikiran,Srikiran,director,1,BGMN
srikrishna-pothinidi,Srikrishna Pothinidi,director,1,BIZE
srikuttan,Srikuttan,director,1,BIYR
srimathi-alluri,Srimathi Alluri,director,1,BRWO
srimuni,Srimuni,director,1,BKSI
srinath-ramalingam,Srinath Ramalingam,director,1,BIFA
srinivas,Srinivas,director,3,"BIOK, AUBV, BHCO"
srinivas-arumilli,Srinivas Arumilli,director,1,BXNF
srinivas-avasarala,Srinivas Avasarala,director,2,"BQGQ, BWTD"
srinivas-balasundaram,Srinivas Balasundaram,director,1,CTPK
srinivas-balla,Srinivas Balla,director,1,BDXW
srinivas-bhashyam,Srinivas Bhashyam,director,1,BFIY
srinivas-chakravarthi,Srinivas Chakravarthi,director,1,CFZZ
srinivas-gavireddy,Srinivas Gavireddy,director,1,BEPS
srinivas-gundareddy,Srinivas Gundareddy,director,1,DAKQ
srinivas-guthula,Srinivas Guthula,director,1,BHYU
srinivas-guttula,Srinivas Guttula,director,1,CUPL
srinivas-kasturi,Srinivas Kasturi,director,1,AXIY
srinivas-koneti,Srinivas Koneti,director,1,BPHA
srinivas-krishna-gogineni,Srinivas Krishna Gogineni,director,2,"BGWV, BVAV"
srinivas-mandapaka,Srinivas Mandapaka,director,1,BIRL
srinivas-murthy,Srinivas Murthy,director,1,BIUW
srinivas-nedhunuri,Srinivas Nedhunuri,director,1,BHKD
srinivas-raga,Srinivas Raga,director,2,"AWQT, BFHP"
srinivas-raju,Srinivas Raju,director,3,"BGRD, BFXR, BKUR"
srinivas-reddy,Srinivas Reddy,director,3,"RXZ, UQW, BJJZ"
srinivas-yadav-acchana,Srinivas Yadav Acchana,director,1,BEQN
srinivasa-raju,Srinivasa Raju,director,2,"BFHY, BLAR"
srinivasa-rao-bhimaneni,Srinivasa Rao Bhimaneni,director,2,"CGYL, CYUO"
srinivasa-rao-jonnalagadda,Srinivasa Rao Jonnalagadda,director,3,"ARPD, BSYF, DADO"
srinivasa-ravindra,Srinivasa Ravindra,director,1,BKQI
srinivasa-reddy,Srinivasa Reddy,director,11,"BDTW, ATQN, AUUL, AVNJ, AVPO"
srinu,Srinu,director,1,DBOM
srinu-pandranki,Srinu Pandranki,director,9,"BSBP, BQAX, BTUT, BUHS, BVBN"
srinu-vaitla,Srinu Vaitla,director,14,"AQUS, ARMC, ASLG, BFTP, ATPG"
srinu-vytla,Srinu Vytla,director,1,ATRA
sripada-ramachandra-rao,Sripada Ramachandra Rao,director,1,BJPY
sripada-vishwakarma,Sripada Vishwakarma,director,1,BHZT
sripathi-rangaswamy,Sripathi Rangaswamy,director,1,BGPX
sripriya,Sripriya,director,5,"ZAP, BHLP, BOYE, BEYA, BKON"
sripuram-kiran,Sripuram Kiran,director,1,BEXG
sriraj,Sriraj,director,1,BILB
sriraj-balla,Sriraj Balla,director,3,"BJBX, BDFQ, BKTS"
srirajan,Srirajan,director,1,BIGF
sriram,Sriram,director,2,"BKBM, AVYZ"
sriram-adittya,Sriram Adittya,director,2,"CCEO, CEGD"
sriram-balaji,Sriram Balaji,director,2,"ARNS, AUFM"
sriram-eragamreddy,Sriram Eragamreddy,director,1,CCEO
sriram-kumar,Sriram Kumar,director,1,BFYM
sriram-vegaraju,Sriram Vegaraju,director,1,BGZM
srirangam-satish-kumar,Srirangam Satish Kumar,director,6,"BGTP, BFFB, BENW, BISO, BDDI"
srirangam-sridhar,Srirangam Sridhar,director,1,XXR
srisatya,Srisatya,director,1,BDYH
srisekhar,Srisekhar,director,1,BFFR
srivas,Srivas,director,5,"AVFM, AXZH, BFIP, BHOA, BDIP"
sriwass,Sriwass,director,2,"BPLB, CGRW"
stanley-tong,Stanley Tong,director,2,"BIVM, BJOA"
stephen-hopkins,Stephen Hopkins,director,2,"BGPP, BHLS"
steven-r-monro,Steven R. Monro,director,1,BGEZ
steven-shankar,Steven Shankar,director,1,BHMH
steven-spielberg,Steven Spielberg,director,2,"BIIR, BIGM"
stewart-raffill,Stewart Raffill,director,1,BIJG
subash-chandra,Subash Chandra,director,1,BSBY
subbu,Subbu,director,2,"BECU, BQFX"
subbu-james,Subbu James,director,1,BGQR
subha-selvam,Subha Selvam,director,1,BFJS
subhash-ambati,Subhash Ambati,director,1,BHKX
subrahmanyam-paccha,Subrahmanyam Paccha,director,1,BGIN
subrahmanyam-siva,Subrahmanyam Siva,director,1,BGAD
sudershan-salendra,Sudershan Salendra,director,1,BKQU
sudha,Sudha,director,1,BHER
sudha-kongara,Sudha Kongara,director,1,BKRI
sudhakar-naidu-g-v,Sudhakar Naidu (G.V),director,2,"AVUA, AXZM"
sudhakar-vinukonda,Sudhakar Vinukonda,director,1,BGTL
sudharsanam-sai-venkat,Sudharsanam Sai Venkat,director,1,BEYU
sudharshan-bhattacharya,Sudharshan Bhattacharya,director,2,"AFFR, AGQP"
sudheer-raju,Sudheer Raju,director,1,BGZN
sudheer-varma,Sudheer Varma,director,2,"CAUP, DAHI"
sudheer-varma-dir,Sudheer Varma (Dir),director,2,"BICB, BEJC"
sudhesh-unniraman,Sudhesh Unniraman,director,1,BSGA
sudhish-kamath,Sudhish Kamath,director,1,AZYL
suhas-kadav,Suhas Kadav,director,1,CUQL
suhasini-maniratnam,Suhasini Maniratnam,director,1,BIFF
sujatha-bouriya,Sujatha Bouriya,director,1,BGWL
sujeeth,Sujeeth,director,2,"BEOY, DAKZ"
suji,Suji,director,1,BQFJ
sukumar,Sukumar,director,4,"AWIH, BQNP, BXKM, BLBB"
suman-pathuri,Suman Pathuri,director,1,AXOV
suman-raju,Suman Raju,director,1,DAJN
sumanth-dir,Sumanth (Dir),director,1,BJCS
sumit-rai-king,Sumit Rai King,director,1,BFQW
sumith,Sumith,director,2,"BHJL, BFST"
